Fitness,Depth,Nodes,Generations,time_since_the_start_of_the_evolution,seed,genotype_as_str,productions
4.0,5,17,1,0.163726806640625,27,"Genotype(dna=[53243, 80215, 94567, 93312, 7500, 1270, 57806, 34625, 31488, 78623, 17247, 24117, 74909, 15144, 64500, 91500, 86260, 95574, 23862, 97891, 96271, 8673, 46840, 88229, 43262, 1316, 58266, 36845, 8334, 69362, 59065, 27322, 66906, 65994, 57828, 31444, 84929, 68253, 87079, 40570, 31759, 58418, 32615, 77332, 31782, 67347, 65903, 68121, 17925, 94888, 83898, 29745, 60803, 21244, 66578, 17210, 74699, 15725, 57080, 79989, 32752, 56331, 20810, 48611, 64153, 68853, 19272, 1486, 1655, 3789, 72765, 40001, 9896, 20688, 63782, 50758, 94488, 25175, 38806, 67960, 24641, 39951, 39733, 33566, 14529, 51619, 41471, 78765, 80934, 93190, 74406, 92971, 26730, 81398, 60539, 88904, 59518, 12724, 85828, 21554, 49760, 31043, 82949, 92300, 60293, 251, 70651, 6115, 21507, 63168, 52435, 72160, 93790, 67057, 52717, 2269, 688, 4450, 76778, 70673, 19819, 57091, 76389, 26685, 41469, 30426, 81855, 29192, 27311, 81131, 21552, 23210, 12799, 84958, 92551, 29325, 77554, 8875, 92680, 4207, 44210, 63094, 72907, 15860, 62939, 60462, 71965, 37768, 98031, 79064, 31564, 19665, 19850, 95678, 96526, 6120, 68541, 89034, 53795, 53463, 97893, 72133, 55356, 27497, 82120, 99254, 72627, 32453, 76935, 26835, 71370, 74387, 16692, 82195, 65294, 84254, 29831, 86155, 9620, 91773, 47586, 81852, 27108, 39047, 55969, 89263, 9703, 94340, 26827, 62751, 10259, 96383, 50502, 68717, 56115, 41644, 16265, 94498, 64810, 74811, 66842, 78586, 56709, 21974, 80276, 70601, 50017, 75568, 83154, 25833, 28269, 31768, 41165, 33789, 99433, 32367, 46212, 64383, 21398, 7725, 45737, 72294, 22553, 68278, 76896, 44234, 89274, 87006, 96654, 53519, 15149, 58101, 73436, 7248, 19065, 59335, 94440, 40356, 38723, 96460, 53604, 55026, 117, 11119, 84409, 71674, 38143, 45504, 16280, 30655, 8126, 48360, 17751, 38262, 1018, 76104])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
4.0,5,17,2,0.22322916984558105,27,"Genotype(dna=[53243, 80215, 94567, 93312, 7500, 1270, 57806, 34625, 31488, 78623, 17247, 24117, 74909, 15144, 64500, 91500, 86260, 95574, 23862, 97891, 96271, 8673, 46840, 88229, 43262, 1316, 58266, 36845, 8334, 69362, 59065, 27322, 66906, 65994, 57828, 31444, 84929, 68253, 87079, 40570, 31759, 58418, 32615, 77332, 31782, 67347, 65903, 68121, 17925, 94888, 83898, 29745, 60803, 21244, 66578, 17210, 74699, 15725, 57080, 79989, 32752, 56331, 20810, 48611, 64153, 68853, 19272, 1486, 1655, 3789, 72765, 40001, 9896, 20688, 63782, 50758, 94488, 25175, 38806, 67960, 24641, 39951, 39733, 33566, 14529, 51619, 41471, 78765, 80934, 93190, 74406, 92971, 26730, 81398, 60539, 88904, 59518, 12724, 85828, 21554, 49760, 31043, 82949, 92300, 60293, 251, 70651, 6115, 21507, 63168, 52435, 72160, 93790, 67057, 52717, 2269, 688, 4450, 76778, 70673, 19819, 57091, 76389, 26685, 41469, 30426, 81855, 29192, 27311, 81131, 21552, 23210, 12799, 84958, 92551, 29325, 77554, 8875, 92680, 4207, 44210, 63094, 72907, 15860, 62939, 60462, 71965, 37768, 98031, 79064, 31564, 19665, 19850, 95678, 96526, 6120, 68541, 89034, 53795, 53463, 97893, 72133, 55356, 27497, 82120, 99254, 72627, 32453, 76935, 26835, 71370, 74387, 16692, 82195, 65294, 84254, 29831, 86155, 9620, 91773, 47586, 81852, 27108, 39047, 55969, 89263, 9703, 94340, 26827, 62751, 10259, 96383, 50502, 68717, 56115, 41644, 16265, 94498, 64810, 74811, 66842, 78586, 56709, 21974, 80276, 70601, 50017, 75568, 83154, 25833, 28269, 31768, 41165, 33789, 99433, 32367, 46212, 64383, 21398, 7725, 45737, 72294, 22553, 68278, 76896, 44234, 89274, 87006, 96654, 53519, 15149, 58101, 73436, 7248, 19065, 59335, 94440, 40356, 38723, 96460, 53604, 55026, 117, 11119, 84409, 71674, 38143, 45504, 16280, 30655, 8126, 48360, 17751, 38262, 1018, 76104])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
6.0,2,3,3,0.27402520179748535,27,"Genotype(dna=[45335, 66352, 57549, 66945, 51785, 52337, 10206, 37182, 83251, 23818, 9946, 31805, 94493, 20784, 69949, 91210, 53177, 60411, 50642, 32860, 89245, 45091, 52990, 7682, 75553, 1352, 36821, 9461, 36083, 31717, 68339, 26814, 76857, 33809, 13066, 33536, 27334, 97735, 79730, 33252, 15707, 61351, 57098, 56131, 57053, 41521, 56957, 58339, 45103, 61862, 9138, 82978, 87439, 24477, 56360, 42443, 59063, 2727, 22158, 27071, 90269, 62320, 83876, 548, 295, 22482, 59389, 30937, 5895, 40673, 57273, 77653, 89491, 29559, 18550, 89876, 96113, 95368, 98854, 39076, 9338, 67464, 85823, 70691, 11040, 97355, 51334, 42970, 8345, 80882, 37782, 86412, 32711, 321, 60539, 88904, 59518, 9207, 85828, 21554, 49760, 31043, 82949, 92300, 60293, 251, 70651, 6115, 21507, 63168, 52435, 72160, 35086, 67057, 52717, 9471, 688, 4450, 76778, 70673, 19819, 57091, 76389, 26685, 41469, 30426, 81855, 29192, 27311, 81131, 21552, 23210, 12799, 84958, 96579, 29325, 77554, 8875, 92680, 4207, 44210, 63094, 72907, 15860, 62939, 60462, 71965, 37768, 98031, 60031, 31564, 19665, 19850, 95678, 96526, 6120, 68541, 89034, 53795, 46124, 97893, 72133, 23288, 27497, 82120, 99254, 72627, 32453, 76935, 26835, 71370, 74387, 16692, 82195, 65294, 48571, 41931, 16029, 63074, 23576, 30848, 68469, 38375, 40783, 57836, 96616, 94924, 58243, 32416, 12162, 72184, 44071, 41355, 58091, 26789, 13833, 3156, 32239, 61691, 29750, 67817, 64192, 83362, 91167, 9742, 26653, 85661, 25377, 81415, 3550, 21275, 88322, 46719, 46623, 25374, 64805, 56246, 34607, 82739, 41998, 78443, 71610, 8404, 84823, 34922, 5478, 32477, 70772, 39803, 80945, 35040, 74970, 69563, 96238, 57516, 8634, 64163, 2301, 42519, 62157, 84147, 74655, 4076, 14126, 76230, 62511, 78346, 77815, 10838, 82239, 32252, 18293, 70925, 60899, 44326, 90043])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
6.0,2,3,4,0.3118319511413574,27,"Genotype(dna=[45335, 66352, 57549, 66945, 51785, 52337, 10206, 37182, 83251, 23818, 9946, 31805, 94493, 20784, 69949, 91210, 53177, 60411, 50642, 32860, 89245, 45091, 52990, 7682, 75553, 1352, 36821, 9461, 36083, 31717, 68339, 26814, 76857, 33809, 13066, 33536, 27334, 97735, 79730, 33252, 15707, 61351, 57098, 56131, 57053, 41521, 56957, 58339, 45103, 61862, 9138, 82978, 87439, 24477, 56360, 42443, 59063, 2727, 22158, 27071, 90269, 62320, 83876, 548, 295, 22482, 59389, 30937, 5895, 40673, 57273, 77653, 89491, 29559, 18550, 89876, 96113, 95368, 98854, 39076, 9338, 67464, 85823, 70691, 11040, 97355, 51334, 42970, 8345, 80882, 37782, 86412, 32711, 321, 60539, 88904, 59518, 9207, 85828, 21554, 49760, 31043, 82949, 92300, 60293, 251, 70651, 6115, 21507, 63168, 52435, 72160, 35086, 67057, 52717, 9471, 688, 4450, 76778, 70673, 19819, 57091, 76389, 26685, 41469, 30426, 81855, 29192, 27311, 81131, 21552, 23210, 12799, 84958, 96579, 29325, 77554, 8875, 92680, 4207, 44210, 63094, 72907, 15860, 62939, 60462, 71965, 37768, 98031, 60031, 31564, 19665, 19850, 95678, 96526, 6120, 68541, 89034, 53795, 46124, 97893, 72133, 23288, 27497, 82120, 99254, 72627, 32453, 76935, 26835, 71370, 74387, 16692, 82195, 65294, 48571, 41931, 16029, 63074, 23576, 30848, 68469, 38375, 40783, 57836, 96616, 94924, 58243, 32416, 12162, 72184, 44071, 41355, 58091, 26789, 13833, 3156, 32239, 61691, 29750, 67817, 64192, 83362, 91167, 9742, 26653, 85661, 25377, 81415, 3550, 21275, 88322, 46719, 46623, 25374, 64805, 56246, 34607, 82739, 41998, 78443, 71610, 8404, 84823, 34922, 5478, 32477, 70772, 39803, 80945, 35040, 74970, 69563, 96238, 57516, 8634, 64163, 2301, 42519, 62157, 84147, 74655, 4076, 14126, 76230, 62511, 78346, 77815, 10838, 82239, 32252, 18293, 70925, 60899, 44326, 90043])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
6.0,2,3,5,0.3453805446624756,27,"Genotype(dna=[45335, 66352, 57549, 66945, 51785, 52337, 10206, 37182, 83251, 23818, 9946, 31805, 94493, 20784, 69949, 91210, 53177, 60411, 50642, 32860, 89245, 45091, 52990, 7682, 75553, 1352, 36821, 9461, 36083, 31717, 68339, 26814, 76857, 33809, 13066, 33536, 27334, 97735, 79730, 33252, 15707, 61351, 57098, 56131, 57053, 41521, 56957, 58339, 45103, 61862, 9138, 82978, 87439, 24477, 56360, 42443, 59063, 2727, 22158, 27071, 90269, 62320, 83876, 548, 295, 22482, 59389, 30937, 5895, 40673, 57273, 77653, 89491, 29559, 18550, 89876, 96113, 95368, 98854, 39076, 9338, 67464, 85823, 70691, 11040, 97355, 51334, 42970, 8345, 80882, 37782, 86412, 32711, 321, 60539, 88904, 59518, 9207, 85828, 21554, 49760, 31043, 82949, 92300, 60293, 251, 70651, 6115, 21507, 63168, 52435, 72160, 35086, 67057, 52717, 9471, 688, 4450, 76778, 70673, 19819, 57091, 76389, 26685, 41469, 30426, 81855, 29192, 27311, 81131, 21552, 23210, 12799, 84958, 96579, 29325, 77554, 8875, 92680, 4207, 44210, 63094, 72907, 15860, 62939, 60462, 71965, 37768, 98031, 60031, 31564, 19665, 19850, 95678, 96526, 6120, 68541, 89034, 53795, 46124, 97893, 72133, 23288, 27497, 82120, 99254, 72627, 32453, 76935, 26835, 71370, 74387, 16692, 82195, 65294, 48571, 41931, 16029, 63074, 23576, 30848, 68469, 38375, 40783, 57836, 96616, 94924, 58243, 32416, 12162, 72184, 44071, 41355, 58091, 26789, 13833, 3156, 32239, 61691, 29750, 67817, 64192, 83362, 91167, 9742, 26653, 85661, 25377, 81415, 3550, 21275, 88322, 46719, 46623, 25374, 64805, 56246, 34607, 82739, 41998, 78443, 71610, 8404, 84823, 34922, 5478, 32477, 70772, 39803, 80945, 35040, 74970, 69563, 96238, 57516, 8634, 64163, 2301, 42519, 62157, 84147, 74655, 4076, 14126, 76230, 62511, 78346, 77815, 10838, 82239, 32252, 18293, 70925, 60899, 44326, 90043])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
8.0,2,3,6,0.3801147937774658,27,"Genotype(dna=[88617, 66352, 57549, 66945, 73665, 52337, 10206, 37182, 83251, 23818, 18671, 31805, 94493, 20784, 33189, 91210, 60377, 60411, 50642, 32860, 48973, 45091, 52990, 84311, 27848, 84034, 36821, 9461, 36083, 31717, 68339, 26814, 76100, 33809, 57828, 31444, 88215, 68253, 87079, 40570, 31759, 58418, 40680, 77332, 92106, 67347, 65903, 69962, 24608, 94888, 83898, 29745, 60803, 62190, 10080, 85238, 74699, 15725, 57080, 79989, 32752, 93806, 40081, 48611, 64153, 68853, 54728, 1486, 18475, 3789, 53349, 40001, 31904, 20688, 63782, 26406, 67687, 25175, 83628, 67960, 24641, 39951, 39733, 33566, 14529, 51619, 41471, 78765, 29293, 93794, 74406, 92971, 20494, 12681, 12652, 88904, 59518, 39628, 46026, 61865, 90101, 61909, 37154, 52446, 18321, 53578, 62725, 23651, 29428, 49034, 62452, 52782, 60280, 11367, 82105, 18105, 11885, 63499, 17398, 80238, 33739, 27541, 16061, 40062, 34621, 43995, 91125, 96665, 56399, 4153, 61468, 63072, 75980, 25835, 39297, 89826, 65357, 94570, 17352, 49268, 93503, 12006, 35835, 35699, 80865, 88733, 58437, 6477, 24253, 58825, 18988, 22665, 35512, 63140, 59237, 3444, 8833, 37417, 70839, 27846, 29070, 81455, 61630, 38908, 6423, 64830, 64752, 68666, 57914, 368, 30802, 22151, 97950, 56142, 24426, 47176, 19644, 33066, 15689, 71007, 33037, 15902, 46546, 87054, 85982, 11362, 90685, 77521, 15207, 15902, 56374, 22233, 55027, 87193, 29401, 68178, 51658, 17258, 68817, 1131, 85591, 16268, 38128, 26215, 6807, 64989, 14084, 74909, 48298, 97072, 51150, 33884, 81606, 70385, 34038, 27393, 28007, 8097, 59938, 31412, 79220, 76636, 26475, 57864, 1811, 17767, 37767, 93151, 92158, 99494, 85183, 97612, 8971, 9422, 36956, 46558, 10150, 52735, 27558, 17359, 74979, 67362, 87154, 91962, 29085, 29516, 70733, 37124, 79970, 30795, 70392, 10606, 46341, 68067, 33681, 32402])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
8.0,2,3,7,0.4160349369049072,27,"Genotype(dna=[88617, 66352, 57549, 66945, 73665, 52337, 10206, 37182, 83251, 23818, 18671, 31805, 94493, 20784, 33189, 91210, 60377, 60411, 50642, 32860, 48973, 45091, 52990, 84311, 27848, 84034, 36821, 9461, 36083, 31717, 68339, 26814, 76100, 33809, 57828, 31444, 88215, 68253, 87079, 40570, 31759, 58418, 40680, 77332, 92106, 67347, 65903, 69962, 24608, 94888, 83898, 29745, 60803, 62190, 10080, 85238, 74699, 15725, 57080, 79989, 32752, 93806, 40081, 48611, 64153, 68853, 54728, 1486, 18475, 3789, 53349, 40001, 31904, 20688, 63782, 26406, 67687, 25175, 83628, 67960, 24641, 39951, 39733, 33566, 14529, 51619, 41471, 78765, 29293, 93794, 74406, 92971, 20494, 12681, 12652, 88904, 59518, 39628, 46026, 61865, 90101, 61909, 37154, 52446, 18321, 53578, 62725, 23651, 29428, 49034, 62452, 52782, 60280, 11367, 82105, 18105, 11885, 63499, 17398, 80238, 33739, 27541, 16061, 40062, 34621, 43995, 91125, 96665, 56399, 4153, 61468, 63072, 75980, 25835, 39297, 89826, 65357, 94570, 17352, 49268, 93503, 12006, 35835, 35699, 80865, 88733, 58437, 6477, 24253, 58825, 18988, 22665, 35512, 63140, 59237, 3444, 8833, 37417, 70839, 27846, 29070, 81455, 61630, 38908, 6423, 64830, 64752, 68666, 57914, 368, 30802, 22151, 97950, 56142, 24426, 47176, 19644, 33066, 15689, 71007, 33037, 15902, 46546, 87054, 85982, 11362, 90685, 77521, 15207, 15902, 56374, 22233, 55027, 87193, 29401, 68178, 51658, 17258, 68817, 1131, 85591, 16268, 38128, 26215, 6807, 64989, 14084, 74909, 48298, 97072, 51150, 33884, 81606, 70385, 34038, 27393, 28007, 8097, 59938, 31412, 79220, 76636, 26475, 57864, 1811, 17767, 37767, 93151, 92158, 99494, 85183, 97612, 8971, 9422, 36956, 46558, 10150, 52735, 27558, 17359, 74979, 67362, 87154, 91962, 29085, 29516, 70733, 37124, 79970, 30795, 70392, 10606, 46341, 68067, 33681, 32402])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
8.0,2,3,8,0.4542717933654785,27,"Genotype(dna=[88617, 66352, 57549, 66945, 73665, 52337, 10206, 37182, 83251, 23818, 18671, 31805, 94493, 20784, 33189, 91210, 60377, 60411, 50642, 32860, 48973, 45091, 52990, 84311, 27848, 84034, 36821, 9461, 36083, 31717, 68339, 26814, 76100, 33809, 57828, 31444, 88215, 68253, 87079, 40570, 31759, 58418, 40680, 77332, 92106, 67347, 65903, 69962, 24608, 94888, 83898, 29745, 60803, 62190, 10080, 85238, 74699, 15725, 57080, 79989, 32752, 93806, 40081, 48611, 64153, 68853, 54728, 1486, 18475, 3789, 53349, 40001, 31904, 20688, 63782, 26406, 67687, 25175, 83628, 67960, 24641, 39951, 39733, 33566, 14529, 51619, 41471, 78765, 29293, 93794, 74406, 92971, 20494, 12681, 12652, 88904, 59518, 39628, 46026, 61865, 90101, 61909, 37154, 52446, 18321, 53578, 62725, 23651, 29428, 49034, 62452, 52782, 60280, 11367, 82105, 18105, 11885, 63499, 17398, 80238, 33739, 27541, 16061, 40062, 34621, 43995, 91125, 96665, 56399, 4153, 61468, 63072, 75980, 25835, 39297, 89826, 65357, 94570, 17352, 49268, 93503, 12006, 35835, 35699, 80865, 88733, 58437, 6477, 24253, 58825, 18988, 22665, 35512, 63140, 59237, 3444, 8833, 37417, 70839, 27846, 29070, 81455, 61630, 38908, 6423, 64830, 64752, 68666, 57914, 368, 30802, 22151, 97950, 56142, 24426, 47176, 19644, 33066, 15689, 71007, 33037, 15902, 46546, 87054, 85982, 11362, 90685, 77521, 15207, 15902, 56374, 22233, 55027, 87193, 29401, 68178, 51658, 17258, 68817, 1131, 85591, 16268, 38128, 26215, 6807, 64989, 14084, 74909, 48298, 97072, 51150, 33884, 81606, 70385, 34038, 27393, 28007, 8097, 59938, 31412, 79220, 76636, 26475, 57864, 1811, 17767, 37767, 93151, 92158, 99494, 85183, 97612, 8971, 9422, 36956, 46558, 10150, 52735, 27558, 17359, 74979, 67362, 87154, 91962, 29085, 29516, 70733, 37124, 79970, 30795, 70392, 10606, 46341, 68067, 33681, 32402])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
8.0,2,3,9,0.4929163455963135,27,"Genotype(dna=[88617, 66352, 57549, 66945, 73665, 52337, 10206, 37182, 83251, 23818, 18671, 31805, 94493, 20784, 33189, 91210, 60377, 60411, 50642, 32860, 48973, 45091, 52990, 84311, 27848, 84034, 36821, 9461, 36083, 31717, 68339, 26814, 76100, 33809, 57828, 31444, 88215, 68253, 87079, 40570, 31759, 58418, 40680, 77332, 92106, 67347, 65903, 69962, 24608, 94888, 83898, 29745, 60803, 62190, 10080, 85238, 74699, 15725, 57080, 79989, 32752, 93806, 40081, 48611, 64153, 68853, 54728, 1486, 18475, 3789, 53349, 40001, 31904, 20688, 63782, 26406, 67687, 25175, 83628, 67960, 24641, 39951, 39733, 33566, 14529, 51619, 41471, 78765, 29293, 93794, 74406, 92971, 20494, 12681, 12652, 88904, 59518, 39628, 46026, 61865, 90101, 61909, 37154, 52446, 18321, 53578, 62725, 23651, 29428, 49034, 62452, 52782, 60280, 11367, 82105, 18105, 11885, 63499, 17398, 80238, 33739, 27541, 16061, 40062, 34621, 43995, 91125, 96665, 56399, 4153, 61468, 63072, 75980, 25835, 39297, 89826, 65357, 94570, 17352, 49268, 93503, 12006, 35835, 35699, 80865, 88733, 58437, 6477, 24253, 58825, 18988, 22665, 35512, 63140, 59237, 3444, 8833, 37417, 70839, 27846, 29070, 81455, 61630, 38908, 6423, 64830, 64752, 68666, 57914, 368, 30802, 22151, 97950, 56142, 24426, 47176, 19644, 33066, 15689, 71007, 33037, 15902, 46546, 87054, 85982, 11362, 90685, 77521, 15207, 15902, 56374, 22233, 55027, 87193, 29401, 68178, 51658, 17258, 68817, 1131, 85591, 16268, 38128, 26215, 6807, 64989, 14084, 74909, 48298, 97072, 51150, 33884, 81606, 70385, 34038, 27393, 28007, 8097, 59938, 31412, 79220, 76636, 26475, 57864, 1811, 17767, 37767, 93151, 92158, 99494, 85183, 97612, 8971, 9422, 36956, 46558, 10150, 52735, 27558, 17359, 74979, 67362, 87154, 91962, 29085, 29516, 70733, 37124, 79970, 30795, 70392, 10606, 46341, 68067, 33681, 32402])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
9.0,3,6,10,0.5322563648223877,27,"Genotype(dna=[45335, 66352, 99290, 66945, 51785, 52337, 65560, 37182, 83251, 23818, 9946, 31805, 78137, 20784, 69949, 91210, 53177, 60411, 50642, 95629, 44323, 87805, 81366, 7682, 96660, 52289, 83228, 9461, 36083, 31717, 68339, 26814, 76857, 33809, 97505, 33536, 27334, 97735, 3972, 33252, 15707, 61351, 57098, 56131, 57053, 47530, 56957, 58339, 45103, 61862, 9138, 82978, 35622, 24477, 56360, 42443, 59063, 2727, 22158, 27071, 90269, 62320, 83876, 548, 295, 22482, 59389, 30937, 5895, 73196, 57273, 77653, 8087, 29559, 18550, 89876, 96113, 95368, 98854, 39076, 9338, 67464, 96928, 51613, 11040, 97355, 51334, 42970, 46132, 80882, 37782, 86412, 32711, 43297, 60539, 90704, 59518, 11877, 85828, 21554, 49760, 31043, 82949, 92300, 60293, 251, 70651, 6115, 21507, 63168, 52435, 72160, 35086, 67057, 5151, 9471, 688, 4450, 76778, 70673, 19819, 82860, 76389, 88249, 41469, 30426, 81855, 42104, 56399, 4153, 91638, 63072, 76788, 25835, 39297, 77615, 65357, 94570, 17352, 49268, 93503, 24767, 5658, 35699, 80865, 58938, 32445, 65750, 24253, 2088, 18988, 43548, 35512, 2808, 59237, 3444, 8833, 72758, 70839, 72432, 29070, 81455, 61630, 2458, 6423, 64830, 64752, 6766, 36474, 47274, 30802, 22151, 97950, 96149, 40652, 47176, 69798, 36238, 15689, 90852, 33037, 15902, 57456, 87054, 282, 11362, 90685, 77521, 47637, 15902, 56374, 22233, 55027, 87193, 86404, 68178, 33963, 68720, 91490, 26620, 85591, 16268, 60389, 91341, 6807, 96113, 94947, 96756, 48298, 28070, 51150, 33884, 77982, 28598, 53122, 16353, 28007, 51760, 59938, 31412, 79220, 72562, 83070, 39364, 1811, 17767, 83399, 93151, 10720, 88461, 85183, 97612, 8971, 9422, 36956, 46558, 10150, 91319, 27558, 17359, 74979, 67362, 87154, 91962, 29085, 29516, 48783, 37124, 79970, 30795, 70392, 74984, 46341, 68067, 33681, 32402])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
