Fitness,Depth,Nodes,Generations,time_since_the_start_of_the_evolution,seed,genotype_as_str,productions
4.0,5,13,1,0.2027900218963623,11,"Genotype(dna=[36886, 79860, 66225, 47073, 29281, 71930, 29193, 78901, 81224, 41876, 19690, 84858, 44727, 57677, 56514, 23018, 23894, 77680, 88737, 22465, 62012, 46552, 79247, 92588, 45636, 28322, 41747, 29687, 62798, 47746, 7748, 29983, 64610, 94183, 87663, 6174, 91186, 97712, 8211, 89169, 71204, 76437, 3200, 12480, 42474, 5799, 77791, 46279, 99835, 64471, 78656, 69898, 50667, 8211, 13348, 54738, 2740, 91353, 80554, 23120, 72576, 35738, 5739, 87428, 20012, 91160, 88952, 42258, 7040, 61269, 37885, 28972, 73575, 2690, 46644, 32722, 47185, 457, 32621, 38294, 39285, 34202, 1965, 2127, 47743, 40685, 54588, 77598, 22596, 35215, 22683, 14807, 21296, 12613, 61483, 88789, 67079, 24894, 40879, 71437, 98834, 81610, 86431, 58228, 90751, 94106, 65598, 32005, 54153, 51118, 47481, 66077, 34812, 61421, 58198, 69326, 75407, 69867, 29356, 37358, 2911, 38822, 39457, 51332, 4175, 84922, 5143, 81311, 59798, 37424, 68397, 25068, 48167, 72997, 89608, 60663, 90663, 48668, 97588, 59588, 11863, 52088, 65695, 72465, 29700, 76051, 85789, 25516, 9749, 14354, 32365, 70038, 44023, 71238, 55916, 67477, 72892, 40610, 5099, 37931, 67739, 46762, 9902, 69709, 14765, 1754, 19433, 51054, 93699, 83821, 98410, 14500, 58675, 73715, 57083, 77533, 99923, 71648, 77580, 7330, 76335, 93005, 22702, 8992, 60815, 97593, 31753, 88366, 65460, 28415, 58585, 85499, 71247, 44140, 75728, 82781, 80560, 2339, 1609, 28837, 94572, 86073, 28093, 79167, 9539, 31820, 99862, 40778, 43761, 23232, 73237, 68571, 13279, 83470, 24115, 34374, 24674, 94916, 29331, 99397, 21695, 7499, 45065, 4484, 95181, 93798, 18416, 26445, 83144, 3921, 97021, 21431, 62075, 84536, 42114, 33990, 97249, 24174, 41887, 83246, 15096, 80632, 878, 89669, 5730, 73816, 39853, 50180, 86050, 33068, 50812, 93713, 84915, 24283, 54444, 64894])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
5.0,5,8,2,0.29526281356811523,11,"Genotype(dna=[36886, 82446, 66225, 47073, 29281, 71930, 29193, 78901, 81224, 41876, 19690, 84858, 44727, 57677, 56514, 57894, 23894, 77680, 88737, 22465, 62012, 46552, 79247, 92588, 45636, 28322, 41747, 29687, 14861, 47746, 53194, 29983, 64610, 94183, 9837, 6174, 91186, 97712, 8211, 89169, 71204, 76437, 3200, 12480, 42474, 5799, 77791, 46279, 99835, 64471, 78656, 69898, 50667, 8211, 13348, 54738, 2740, 91353, 80554, 23120, 72576, 35738, 5739, 87428, 20012, 91160, 88952, 42258, 7040, 61269, 37885, 28972, 73575, 2690, 46644, 32722, 47185, 457, 32621, 38294, 39285, 34202, 1965, 2127, 47743, 40685, 54588, 77598, 76304, 80856, 42447, 13122, 49710, 79169, 74681, 37210, 32387, 84147, 51450, 21781, 94419, 29502, 48193, 53787, 31828, 48094, 15382, 56899, 2751, 71700, 26247, 67884, 79396, 72485, 4620, 88887, 22525, 73097, 38133, 78143, 30928, 38390, 16191, 75430, 57625, 40923, 13948, 38430, 2768, 75328, 51965, 67943, 59512, 61760, 23362, 80150, 11181, 90957, 29878, 89433, 36524, 26620, 977, 25348, 86661, 10455, 23477, 68620, 93902, 22540, 76698, 84225, 89712, 78669, 81873, 62971, 61755, 80274, 18456, 38746, 66414, 60812, 68815, 46951, 68960, 28225, 36201, 96118, 13155, 76736, 39250, 80777, 35292, 71939, 98854, 27333, 37803, 40407, 48830, 99985, 46085, 61223, 96279, 94269, 71977, 24276, 46671, 19184, 66060, 49031, 67980, 13261, 81431, 20548, 92520, 57503, 11398, 15658, 2275, 41550, 77497, 98655, 94178, 80718, 30121, 57174, 97262, 63741, 79160, 83126, 88067, 71875, 47392, 87437, 73402, 35219, 11869, 88471, 71863, 92230, 67355, 56087, 62922, 95307, 63045, 97553, 21803, 96844, 67026, 81283, 46935, 39072, 21687, 3574, 20152, 23228, 93358, 23850, 22295, 74246, 67770, 29087, 38291, 11633, 85364, 59262, 781, 71948, 26199, 58770, 10162, 83581, 16924, 21462, 29241, 48413])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
5.0,5,8,3,0.3765835762023926,11,"Genotype(dna=[36886, 82446, 66225, 47073, 29281, 71930, 29193, 78901, 81224, 41876, 19690, 84858, 44727, 57677, 56514, 57894, 23894, 77680, 88737, 22465, 62012, 46552, 79247, 92588, 45636, 28322, 41747, 29687, 14861, 47746, 53194, 29983, 64610, 94183, 9837, 6174, 91186, 97712, 8211, 89169, 71204, 76437, 3200, 12480, 42474, 5799, 77791, 46279, 99835, 64471, 78656, 69898, 50667, 8211, 13348, 54738, 2740, 91353, 80554, 23120, 72576, 35738, 5739, 87428, 20012, 91160, 88952, 42258, 7040, 61269, 37885, 28972, 73575, 2690, 46644, 32722, 47185, 457, 32621, 38294, 39285, 34202, 1965, 2127, 47743, 40685, 54588, 77598, 76304, 80856, 42447, 13122, 49710, 79169, 74681, 37210, 32387, 84147, 51450, 21781, 94419, 29502, 48193, 53787, 31828, 48094, 15382, 56899, 2751, 71700, 26247, 67884, 79396, 72485, 4620, 88887, 22525, 73097, 38133, 78143, 30928, 38390, 16191, 75430, 57625, 40923, 13948, 38430, 2768, 75328, 51965, 67943, 59512, 61760, 23362, 80150, 11181, 90957, 29878, 89433, 36524, 26620, 977, 25348, 86661, 10455, 23477, 68620, 93902, 22540, 76698, 84225, 89712, 78669, 81873, 62971, 61755, 80274, 18456, 38746, 66414, 60812, 68815, 46951, 68960, 28225, 36201, 96118, 13155, 76736, 39250, 80777, 35292, 71939, 98854, 27333, 37803, 40407, 48830, 99985, 46085, 61223, 96279, 94269, 71977, 24276, 46671, 19184, 66060, 49031, 67980, 13261, 81431, 20548, 92520, 57503, 11398, 15658, 2275, 41550, 77497, 98655, 94178, 80718, 30121, 57174, 97262, 63741, 79160, 83126, 88067, 71875, 47392, 87437, 73402, 35219, 11869, 88471, 71863, 92230, 67355, 56087, 62922, 95307, 63045, 97553, 21803, 96844, 67026, 81283, 46935, 39072, 21687, 3574, 20152, 23228, 93358, 23850, 22295, 74246, 67770, 29087, 38291, 11633, 85364, 59262, 781, 71948, 26199, 58770, 10162, 83581, 16924, 21462, 29241, 48413])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
5.0,5,8,4,0.452655553817749,11,"Genotype(dna=[36886, 82446, 66225, 47073, 29281, 71930, 29193, 78901, 81224, 41876, 19690, 84858, 44727, 57677, 56514, 57894, 23894, 77680, 88737, 22465, 62012, 46552, 79247, 92588, 45636, 28322, 41747, 29687, 14861, 47746, 53194, 29983, 64610, 94183, 9837, 6174, 91186, 97712, 8211, 89169, 71204, 76437, 3200, 12480, 42474, 5799, 77791, 46279, 99835, 64471, 78656, 69898, 50667, 8211, 13348, 54738, 2740, 91353, 80554, 23120, 72576, 35738, 5739, 87428, 20012, 91160, 88952, 42258, 7040, 61269, 37885, 28972, 73575, 2690, 46644, 32722, 47185, 457, 32621, 38294, 39285, 34202, 1965, 2127, 47743, 40685, 54588, 77598, 76304, 80856, 42447, 13122, 49710, 79169, 74681, 37210, 32387, 84147, 51450, 21781, 94419, 29502, 48193, 53787, 31828, 48094, 15382, 56899, 2751, 71700, 26247, 67884, 79396, 72485, 4620, 88887, 22525, 73097, 38133, 78143, 30928, 38390, 16191, 75430, 57625, 40923, 13948, 38430, 2768, 75328, 51965, 67943, 59512, 61760, 23362, 80150, 11181, 90957, 29878, 89433, 36524, 26620, 977, 25348, 86661, 10455, 23477, 68620, 93902, 22540, 76698, 84225, 89712, 78669, 81873, 62971, 61755, 80274, 18456, 38746, 66414, 60812, 68815, 46951, 68960, 28225, 36201, 96118, 13155, 76736, 39250, 80777, 35292, 71939, 98854, 27333, 37803, 40407, 48830, 99985, 46085, 61223, 96279, 94269, 71977, 24276, 46671, 19184, 66060, 49031, 67980, 13261, 81431, 20548, 92520, 57503, 11398, 15658, 2275, 41550, 77497, 98655, 94178, 80718, 30121, 57174, 97262, 63741, 79160, 83126, 88067, 71875, 47392, 87437, 73402, 35219, 11869, 88471, 71863, 92230, 67355, 56087, 62922, 95307, 63045, 97553, 21803, 96844, 67026, 81283, 46935, 39072, 21687, 3574, 20152, 23228, 93358, 23850, 22295, 74246, 67770, 29087, 38291, 11633, 85364, 59262, 781, 71948, 26199, 58770, 10162, 83581, 16924, 21462, 29241, 48413])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
7.0,5,15,5,0.5260677337646484,11,"Genotype(dna=[36886, 93520, 66225, 4876, 29281, 67627, 29193, 78901, 81224, 41876, 19690, 84858, 84322, 57677, 23391, 23018, 94817, 77680, 88737, 22465, 62012, 46552, 77575, 92588, 45636, 28322, 41747, 29687, 14861, 2690, 61981, 29983, 64610, 94183, 9837, 6174, 91186, 97712, 8211, 89169, 71204, 17308, 3200, 12480, 42474, 5799, 77791, 56888, 99835, 64471, 14559, 69898, 50667, 8211, 13348, 54738, 2740, 91353, 80554, 23120, 69105, 35738, 5739, 87428, 20012, 91160, 20342, 42258, 7040, 61269, 37885, 78367, 73575, 2690, 46644, 32722, 47185, 457, 32621, 38294, 39285, 34202, 1965, 2127, 47743, 40685, 54588, 77598, 76304, 80856, 42447, 13122, 49710, 11507, 74681, 37210, 32387, 62489, 51450, 88521, 94419, 29502, 48193, 19509, 31828, 3512, 15382, 56899, 76236, 71700, 46425, 67884, 79396, 72485, 91921, 88887, 22525, 73097, 38133, 78143, 30928, 38390, 16191, 75430, 57625, 40923, 13948, 38430, 2768, 75328, 51965, 67943, 59512, 61760, 23362, 80150, 11181, 86996, 29878, 89433, 36524, 26620, 977, 25348, 86661, 10455, 23477, 68620, 93902, 22540, 76698, 84225, 89712, 78669, 81873, 26534, 3773, 80274, 32545, 38746, 66414, 60812, 81865, 46951, 68960, 29466, 36201, 96118, 13155, 67328, 39250, 80777, 35292, 71239, 63836, 27333, 37803, 40407, 48830, 99985, 75064, 61223, 96279, 94269, 71977, 24276, 50001, 19184, 66060, 49031, 43724, 13261, 81431, 20548, 92520, 57503, 11398, 15658, 2275, 41550, 77497, 98655, 94178, 80718, 30121, 57174, 47906, 63741, 79160, 83126, 14156, 71875, 47392, 87437, 73402, 35219, 71578, 88471, 4505, 92230, 67355, 56087, 62922, 95307, 63045, 97553, 21803, 96844, 89454, 29788, 46935, 39072, 21687, 3574, 20152, 23228, 93358, 23850, 22295, 74246, 91197, 29087, 38291, 11633, 12927, 59262, 781, 71948, 26199, 63521, 10162, 83581, 16924, 21462, 29241, 48413])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
8.0,5,15,6,0.6028637886047363,11,"Genotype(dna=[36886, 93520, 66225, 4876, 29281, 67627, 29193, 78901, 81224, 41876, 19690, 84858, 84322, 57677, 23391, 23018, 94817, 77680, 88737, 22465, 62012, 46552, 77575, 92588, 45636, 28322, 75614, 29687, 14861, 2690, 61981, 29983, 64610, 9439, 9837, 6174, 47973, 97712, 8211, 89169, 71204, 17308, 3200, 12480, 42474, 5799, 77791, 56888, 99835, 64471, 55129, 69898, 50667, 8211, 13348, 54738, 2740, 91353, 80554, 23120, 69105, 35738, 5739, 31558, 20012, 91160, 20342, 42258, 7040, 61269, 37885, 78367, 73575, 2690, 46644, 32722, 47185, 457, 32621, 38294, 39285, 34202, 1965, 2127, 47743, 40685, 54588, 41668, 76304, 80856, 42447, 13122, 49710, 11507, 74681, 37210, 32387, 62489, 51450, 88521, 94419, 29502, 48193, 19509, 31828, 95642, 15382, 56899, 76236, 71700, 46425, 67884, 79396, 72485, 91921, 88887, 22525, 73097, 38133, 78143, 30928, 38390, 16191, 75430, 57625, 40923, 13948, 38430, 2768, 75328, 51965, 67943, 59512, 61760, 23362, 80150, 11181, 86996, 29878, 89433, 36524, 22717, 977, 25348, 86661, 10455, 23477, 68620, 93902, 22540, 76698, 84225, 89712, 78669, 81873, 26534, 3773, 97041, 32545, 38746, 35606, 60812, 81865, 46951, 68960, 29466, 36201, 96118, 13155, 67328, 39250, 80777, 35292, 71239, 63836, 27333, 37803, 40407, 48830, 99985, 75064, 61223, 96279, 94269, 71977, 24276, 50001, 19184, 66060, 49031, 43724, 13261, 81431, 20548, 92520, 57503, 11398, 15658, 2275, 12595, 77497, 98655, 94178, 80718, 30121, 57174, 47906, 63741, 79160, 83126, 14156, 71875, 47392, 87437, 73402, 35219, 71578, 88471, 4505, 92230, 67355, 56087, 62922, 95307, 63045, 97553, 21803, 96844, 89454, 29788, 46935, 39072, 21687, 3574, 20152, 68881, 93358, 25042, 22295, 74246, 91197, 29087, 38291, 11633, 12927, 59262, 781, 71948, 26199, 63521, 10162, 83581, 16924, 21462, 29241, 48413])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
9.0,4,7,7,0.6862332820892334,11,"Genotype(dna=[59629, 93520, 66225, 4876, 29281, 67627, 29193, 78901, 96899, 41876, 19690, 84858, 84322, 57677, 23391, 23018, 94817, 77680, 88737, 22465, 2573, 46552, 77575, 92588, 45636, 28322, 41747, 29687, 14861, 2690, 61981, 29983, 64610, 94183, 9837, 6174, 91186, 97712, 8211, 89169, 71204, 17308, 3200, 12480, 42474, 5799, 77791, 56888, 99835, 64471, 14559, 69898, 50667, 8211, 13348, 54738, 2740, 91353, 59194, 23120, 69105, 35738, 54737, 87428, 20012, 91160, 20342, 42258, 7040, 61269, 37885, 78367, 73575, 2690, 23596, 32722, 47185, 457, 32621, 38294, 39285, 34202, 1965, 2127, 47743, 40685, 54588, 5591, 76304, 15448, 42447, 13122, 49710, 11507, 74681, 37210, 32387, 62489, 51450, 88521, 94419, 29502, 48193, 19509, 31828, 3512, 15382, 56899, 97742, 71700, 46425, 67884, 79396, 72485, 91921, 88887, 22525, 63844, 38133, 78143, 30928, 38390, 16191, 75430, 57625, 40923, 13948, 38430, 2768, 75328, 51965, 67943, 59512, 61760, 23362, 80150, 11181, 86996, 29878, 89433, 36524, 26620, 977, 25348, 86661, 10455, 23477, 51874, 93902, 22540, 76698, 84225, 89712, 78669, 81873, 26534, 3773, 80274, 32545, 38746, 66414, 60812, 62500, 42643, 68960, 29466, 36201, 96118, 13155, 293, 68397, 95476, 35292, 71239, 63836, 27333, 37803, 40407, 48830, 99985, 75064, 61223, 96279, 94269, 71977, 3841, 50001, 19184, 42851, 42986, 79212, 13261, 81431, 20548, 92520, 57503, 11398, 15658, 2275, 41550, 77497, 98655, 94178, 80718, 26061, 57174, 97262, 63741, 79160, 83126, 88067, 40094, 47392, 87437, 73402, 35219, 11869, 9353, 40344, 92230, 67355, 56087, 48208, 95307, 63045, 97613, 21803, 96844, 67026, 81283, 46935, 39072, 21687, 3574, 20152, 44537, 93358, 12875, 22295, 74246, 67770, 29087, 38291, 11633, 85364, 59262, 781, 71948, 26199, 58770, 77415, 83581, 16924, 5500, 15041, 48413])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
9.0,4,7,8,0.7570805549621582,11,"Genotype(dna=[59629, 93520, 66225, 4876, 29281, 67627, 29193, 78901, 96899, 41876, 19690, 84858, 84322, 57677, 23391, 23018, 94817, 77680, 88737, 22465, 2573, 46552, 77575, 92588, 45636, 28322, 41747, 29687, 14861, 2690, 61981, 29983, 64610, 94183, 9837, 6174, 91186, 97712, 8211, 89169, 71204, 17308, 3200, 12480, 42474, 5799, 77791, 56888, 99835, 64471, 14559, 69898, 50667, 8211, 13348, 54738, 2740, 91353, 59194, 23120, 69105, 35738, 54737, 87428, 20012, 91160, 20342, 42258, 7040, 61269, 37885, 78367, 73575, 2690, 23596, 32722, 47185, 457, 32621, 38294, 39285, 34202, 1965, 2127, 47743, 40685, 54588, 5591, 76304, 15448, 42447, 13122, 49710, 11507, 74681, 37210, 32387, 62489, 51450, 88521, 94419, 29502, 48193, 19509, 31828, 3512, 15382, 56899, 97742, 71700, 46425, 67884, 79396, 72485, 91921, 88887, 22525, 63844, 38133, 78143, 30928, 38390, 16191, 75430, 57625, 40923, 13948, 38430, 2768, 75328, 51965, 67943, 59512, 61760, 23362, 80150, 11181, 86996, 29878, 89433, 36524, 26620, 977, 25348, 86661, 10455, 23477, 51874, 93902, 22540, 76698, 84225, 89712, 78669, 81873, 26534, 3773, 80274, 32545, 38746, 66414, 60812, 62500, 42643, 68960, 29466, 36201, 96118, 13155, 293, 68397, 95476, 35292, 71239, 63836, 27333, 37803, 40407, 48830, 99985, 75064, 61223, 96279, 94269, 71977, 3841, 50001, 19184, 42851, 42986, 79212, 13261, 81431, 20548, 92520, 57503, 11398, 15658, 2275, 41550, 77497, 98655, 94178, 80718, 26061, 57174, 97262, 63741, 79160, 83126, 88067, 40094, 47392, 87437, 73402, 35219, 11869, 9353, 40344, 92230, 67355, 56087, 48208, 95307, 63045, 97613, 21803, 96844, 67026, 81283, 46935, 39072, 21687, 3574, 20152, 44537, 93358, 12875, 22295, 74246, 67770, 29087, 38291, 11633, 85364, 59262, 781, 71948, 26199, 58770, 77415, 83581, 16924, 5500, 15041, 48413])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
9.0,4,7,9,0.8274438381195068,11,"Genotype(dna=[59629, 93520, 66225, 4876, 29281, 67627, 29193, 78901, 96899, 41876, 19690, 84858, 84322, 57677, 23391, 23018, 94817, 77680, 88737, 22465, 2573, 46552, 77575, 92588, 45636, 28322, 41747, 29687, 14861, 2690, 61981, 29983, 64610, 94183, 9837, 6174, 91186, 97712, 8211, 89169, 71204, 17308, 3200, 12480, 42474, 5799, 77791, 56888, 99835, 64471, 14559, 69898, 50667, 8211, 13348, 54738, 2740, 91353, 59194, 23120, 69105, 35738, 54737, 87428, 20012, 91160, 20342, 42258, 7040, 61269, 37885, 78367, 73575, 2690, 23596, 32722, 47185, 457, 32621, 38294, 39285, 34202, 1965, 2127, 47743, 40685, 54588, 5591, 76304, 15448, 42447, 13122, 49710, 11507, 74681, 37210, 32387, 62489, 51450, 88521, 94419, 29502, 48193, 19509, 31828, 3512, 15382, 56899, 97742, 71700, 46425, 67884, 79396, 72485, 91921, 88887, 22525, 63844, 38133, 78143, 30928, 38390, 16191, 75430, 57625, 40923, 13948, 38430, 2768, 75328, 51965, 67943, 59512, 61760, 23362, 80150, 11181, 86996, 29878, 89433, 36524, 26620, 977, 25348, 86661, 10455, 23477, 51874, 93902, 22540, 76698, 84225, 89712, 78669, 81873, 26534, 3773, 80274, 32545, 38746, 66414, 60812, 62500, 42643, 68960, 29466, 36201, 96118, 13155, 293, 68397, 95476, 35292, 71239, 63836, 27333, 37803, 40407, 48830, 99985, 75064, 61223, 96279, 94269, 71977, 3841, 50001, 19184, 42851, 42986, 79212, 13261, 81431, 20548, 92520, 57503, 11398, 15658, 2275, 41550, 77497, 98655, 94178, 80718, 26061, 57174, 97262, 63741, 79160, 83126, 88067, 40094, 47392, 87437, 73402, 35219, 11869, 9353, 40344, 92230, 67355, 56087, 48208, 95307, 63045, 97613, 21803, 96844, 67026, 81283, 46935, 39072, 21687, 3574, 20152, 44537, 93358, 12875, 22295, 74246, 67770, 29087, 38291, 11633, 85364, 59262, 781, 71948, 26199, 58770, 77415, 83581, 16924, 5500, 15041, 48413])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
10.0,3,6,10,0.8957645893096924,11,"Genotype(dna=[59629, 93520, 66225, 4876, 29281, 67627, 29193, 78901, 96899, 41876, 19690, 84858, 84322, 57677, 23391, 23018, 94817, 77680, 88737, 22465, 2573, 43789, 73479, 92588, 45636, 381, 41747, 29687, 14861, 2690, 61981, 29983, 64610, 15144, 9837, 6174, 91186, 97712, 8211, 89169, 71204, 17308, 3200, 12480, 42474, 5799, 77791, 56888, 99835, 64471, 14559, 69898, 50667, 8211, 13348, 54738, 2740, 91353, 59194, 23120, 69105, 35738, 54737, 87428, 20012, 91160, 20342, 42258, 7040, 68735, 37885, 78367, 73575, 2690, 23596, 15331, 47185, 20438, 32621, 38294, 39285, 34202, 1965, 2127, 47743, 40685, 54588, 5591, 76304, 19337, 42447, 13122, 49710, 11507, 74681, 37210, 32387, 62489, 51450, 88521, 94419, 29502, 48193, 19509, 31828, 3512, 15382, 56899, 97742, 71700, 46425, 67884, 79396, 72485, 91921, 88887, 22525, 63844, 38133, 78143, 30928, 38390, 16191, 33184, 57625, 40923, 13948, 38430, 2768, 75328, 51965, 67943, 59512, 61760, 23362, 80150, 11181, 86996, 29878, 19321, 36524, 26620, 977, 58812, 86661, 66198, 23477, 28536, 93902, 92022, 76698, 84225, 89712, 78669, 81873, 26534, 3773, 80274, 32545, 38746, 66414, 60812, 62500, 42643, 68960, 29466, 36201, 96118, 13155, 293, 68397, 64109, 35292, 10320, 63836, 27333, 37803, 40407, 48830, 99985, 27519, 61223, 96279, 94269, 71977, 3841, 50001, 19184, 42851, 42986, 79212, 13261, 81431, 20548, 92520, 57503, 11398, 15658, 2275, 41550, 77497, 56805, 94178, 80718, 55732, 57174, 97262, 17416, 79160, 56516, 88067, 40094, 47392, 87437, 73402, 35219, 11869, 9353, 40344, 92230, 67355, 56087, 48208, 95307, 63045, 97613, 21803, 96844, 67026, 81283, 46935, 39072, 21687, 3574, 20152, 44537, 93358, 12875, 22295, 74246, 67770, 29087, 38291, 11633, 85364, 59262, 781, 69739, 26199, 58770, 77415, 83581, 16924, 5500, 15041, 73890])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
