Fitness,Depth,Nodes,Generations,time_since_the_start_of_the_evolution,seed,genotype_as_str,productions
6.0,6,18,1,0.17380642890930176,24,"Genotype(dna=[77707, 42567, 94393, 70144, 19181, 11969, 23357, 56778, 24941, 25520, 26692, 36765, 50659, 38393, 6927, 50713, 87298, 30877, 52557, 74587, 59037, 46372, 96818, 78899, 49880, 69192, 99842, 65188, 52284, 17165, 45880, 33814, 61133, 86249, 75983, 22709, 35967, 21780, 20557, 51499, 85386, 77917, 15640, 66200, 80352, 84774, 81405, 91888, 38634, 43016, 8749, 86332, 70709, 57933, 44014, 84507, 19001, 59857, 15251, 95684, 82383, 77047, 50403, 11794, 85507, 42327, 11940, 63570, 80576, 81462, 56868, 57491, 18952, 47645, 10385, 54393, 40948, 71912, 38213, 48924, 8815, 38718, 98096, 77314, 68021, 68242, 21911, 5088, 80268, 55424, 53863, 5145, 95321, 8788, 27401, 34008, 41682, 46196, 74026, 79827, 96240, 26828, 21092, 5531, 33381, 13643, 84648, 89521, 41387, 70396, 39424, 94594, 63079, 82759, 20534, 4989, 78774, 44308, 972, 89979, 22321, 66598, 33912, 71000, 93981, 39307, 89219, 22768, 61954, 90147, 52525, 86277, 86134, 92039, 35080, 11263, 84252, 61517, 25965, 31170, 39208, 42663, 75766, 71710, 75831, 33021, 72933, 98632, 12442, 57087, 98968, 25364, 91068, 47224, 52287, 16545, 12037, 14419, 30596, 77560, 16030, 51325, 74107, 34382, 30454, 31359, 19558, 323, 92318, 29310, 34649, 99557, 69292, 22236, 1483, 16529, 52194, 54628, 45733, 78768, 82622, 55936, 16029, 41852, 58935, 91082, 73553, 58758, 35606, 10423, 80482, 40769, 8204, 65389, 89641, 14726, 35106, 28825, 38329, 50653, 84243, 37534, 66498, 76497, 93198, 46546, 39358, 77282, 7512, 39000, 63983, 2271, 16633, 35192, 19149, 56298, 82422, 5332, 6146, 86131, 24415, 38570, 57911, 18882, 18809, 52136, 77126, 3640, 6337, 57433, 64707, 78595, 80686, 96759, 81629, 62338, 41057, 18121, 11440, 57155, 6326, 15309, 47455, 53540, 50970, 51473, 20331, 65825, 65014, 16926, 88959, 97554, 92107, 2616, 15128, 14009])","{<class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0}"
7.0,6,18,2,0.30712294578552246,24,"Genotype(dna=[97681, 42567, 94393, 70144, 19181, 11969, 23357, 56778, 24941, 25520, 26692, 36765, 81918, 38393, 6927, 50713, 87298, 30877, 52557, 74587, 56840, 46372, 96818, 78899, 49880, 15339, 99842, 65188, 52284, 17165, 45880, 33814, 61133, 86249, 75983, 22709, 35967, 21780, 20557, 51499, 63178, 77917, 15640, 66200, 80352, 84774, 81405, 91888, 38634, 43016, 8749, 86332, 70709, 57933, 44014, 84507, 19001, 59857, 15251, 95684, 82383, 77047, 50403, 11794, 85507, 42327, 11940, 63570, 80576, 81462, 56868, 57491, 18952, 47645, 10385, 54393, 40948, 71912, 38213, 48924, 4799, 38718, 98096, 77314, 68021, 68242, 21911, 5088, 80268, 55424, 53863, 5145, 95321, 8788, 27401, 34008, 41682, 46196, 74026, 79827, 96240, 26828, 21092, 5531, 33381, 13643, 84648, 23239, 41387, 70396, 39424, 94594, 63079, 82759, 20534, 4989, 78774, 44308, 972, 89979, 75477, 66598, 33912, 71000, 15201, 39307, 89219, 22768, 61954, 1924, 52525, 8685, 86134, 92039, 35080, 11263, 84252, 61517, 25965, 54416, 39208, 42663, 75766, 71710, 75831, 33021, 52266, 98632, 12442, 57087, 98968, 25364, 91068, 47224, 52287, 16545, 12037, 14419, 30596, 77560, 16030, 51325, 74107, 34382, 17803, 32977, 19558, 323, 92318, 29310, 34649, 99557, 69292, 22236, 1483, 16529, 52194, 54628, 45733, 78768, 82622, 55936, 16029, 41852, 52193, 91082, 73553, 58758, 35606, 96168, 80482, 40769, 8204, 65389, 89641, 14726, 77347, 28825, 38329, 50653, 84243, 37534, 99985, 76497, 93198, 46546, 39358, 77282, 7512, 68439, 61411, 2271, 16633, 35192, 19149, 56298, 82422, 5332, 6146, 74309, 24415, 38570, 57911, 18882, 18809, 52136, 77126, 3640, 6337, 57433, 64707, 13234, 80686, 96759, 81629, 94943, 41057, 18121, 11440, 57155, 6326, 15309, 47455, 53540, 50970, 51473, 20331, 65825, 65014, 99082, 23688, 97554, 4925, 83416, 15128, 14009])","{<class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0}"
8.0,3,8,3,0.4247922897338867,24,"Genotype(dna=[77707, 42567, 94393, 70144, 19181, 11969, 23357, 56778, 24941, 25520, 26692, 36765, 50659, 38393, 6927, 50713, 87298, 30877, 52557, 74587, 59037, 97728, 40151, 53910, 39277, 42248, 74242, 63494, 52227, 2978, 32027, 96916, 70953, 75048, 22703, 40899, 95593, 39046, 43343, 67213, 24007, 33761, 38745, 21678, 22685, 36521, 41692, 97158, 81051, 71430, 15811, 99663, 5291, 74217, 63742, 35470, 56634, 65586, 20243, 53313, 14223, 52837, 59946, 97022, 64603, 66117, 79401, 2201, 82340, 47931, 44980, 48022, 56699, 20990, 16676, 54393, 40948, 71912, 1132, 48924, 64782, 38718, 98096, 77314, 68021, 68242, 21911, 5088, 80268, 55424, 53863, 5145, 95321, 8788, 27401, 34008, 41682, 46196, 74026, 79827, 96240, 26828, 21092, 5531, 33381, 13643, 84648, 89521, 41387, 70396, 30179, 49848, 95016, 61172, 71618, 22313, 57350, 11409, 53346, 43047, 10593, 97879, 38254, 67560, 48181, 38956, 67141, 56618, 47651, 97517, 6610, 51432, 30360, 12649, 93423, 89689, 36211, 67368, 7185, 47280, 93521, 95241, 92705, 21378, 10711, 30687, 67401, 63112, 67562, 76916, 31318, 51268, 56228, 69576, 77827, 985, 14016, 24295, 21925, 11181, 75057, 66605, 7958, 57367, 57697, 46714, 11336, 45061, 75038, 59360, 56590, 5238, 91495, 73189, 70253, 36392, 64784, 85048, 30039, 58995, 38651, 80307, 93103, 79454, 73012, 25472, 16137, 39314, 90427, 82701, 56385, 86838, 43838, 46778, 94362, 66025, 77251, 75062, 67937, 10697, 77284, 10991, 20862, 17791, 32757, 4066, 74486, 49571, 55172, 73943, 92500, 1649, 58328, 3731, 96894, 48180, 58052, 24283, 95217, 52836, 16479, 84043, 12435, 36618, 79408, 29991, 40838, 44539, 19102, 73504, 19090, 48377, 82819, 73570, 81936, 60354, 52610, 18273, 90690, 50947, 93567, 30366, 75373, 38450, 77107, 5981, 40822, 66139, 83613, 4990, 84583, 78068, 1093, 61723, 21107, 23092])","{<class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0}"
8.0,3,8,4,0.5494976043701172,24,"Genotype(dna=[77707, 42567, 94393, 70144, 19181, 11969, 23357, 56778, 24941, 25520, 26692, 36765, 50659, 38393, 6927, 50713, 87298, 30877, 52557, 74587, 59037, 97728, 40151, 53910, 39277, 42248, 74242, 63494, 52227, 2978, 32027, 96916, 70953, 75048, 22703, 40899, 95593, 39046, 43343, 67213, 24007, 33761, 38745, 21678, 22685, 36521, 41692, 97158, 81051, 71430, 15811, 99663, 5291, 74217, 63742, 35470, 56634, 65586, 20243, 53313, 14223, 52837, 59946, 97022, 64603, 66117, 79401, 2201, 82340, 47931, 44980, 48022, 56699, 20990, 16676, 54393, 40948, 71912, 1132, 48924, 64782, 38718, 98096, 77314, 68021, 68242, 21911, 5088, 80268, 55424, 53863, 5145, 95321, 8788, 27401, 34008, 41682, 46196, 74026, 79827, 96240, 26828, 21092, 5531, 33381, 13643, 84648, 89521, 41387, 70396, 30179, 49848, 95016, 61172, 71618, 22313, 57350, 11409, 53346, 43047, 10593, 97879, 38254, 67560, 48181, 38956, 67141, 56618, 47651, 97517, 6610, 51432, 30360, 12649, 93423, 89689, 36211, 67368, 7185, 47280, 93521, 95241, 92705, 21378, 10711, 30687, 67401, 63112, 67562, 76916, 31318, 51268, 56228, 69576, 77827, 985, 14016, 24295, 21925, 11181, 75057, 66605, 7958, 57367, 57697, 46714, 11336, 45061, 75038, 59360, 56590, 5238, 91495, 73189, 70253, 36392, 64784, 85048, 30039, 58995, 38651, 80307, 93103, 79454, 73012, 25472, 16137, 39314, 90427, 82701, 56385, 86838, 43838, 46778, 94362, 66025, 77251, 75062, 67937, 10697, 77284, 10991, 20862, 17791, 32757, 4066, 74486, 49571, 55172, 73943, 92500, 1649, 58328, 3731, 96894, 48180, 58052, 24283, 95217, 52836, 16479, 84043, 12435, 36618, 79408, 29991, 40838, 44539, 19102, 73504, 19090, 48377, 82819, 73570, 81936, 60354, 52610, 18273, 90690, 50947, 93567, 30366, 75373, 38450, 77107, 5981, 40822, 66139, 83613, 4990, 84583, 78068, 1093, 61723, 21107, 23092])","{<class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0}"
8.0,3,8,5,0.671471118927002,24,"Genotype(dna=[77707, 42567, 94393, 70144, 19181, 11969, 23357, 56778, 24941, 25520, 26692, 36765, 50659, 38393, 6927, 50713, 87298, 30877, 52557, 74587, 59037, 97728, 40151, 53910, 39277, 42248, 74242, 63494, 52227, 2978, 32027, 96916, 70953, 75048, 22703, 40899, 95593, 39046, 43343, 67213, 24007, 33761, 38745, 21678, 22685, 36521, 41692, 97158, 81051, 71430, 15811, 99663, 5291, 74217, 63742, 35470, 56634, 65586, 20243, 53313, 14223, 52837, 59946, 97022, 64603, 66117, 79401, 2201, 82340, 47931, 44980, 48022, 56699, 20990, 16676, 54393, 40948, 71912, 1132, 48924, 64782, 38718, 98096, 77314, 68021, 68242, 21911, 5088, 80268, 55424, 53863, 5145, 95321, 8788, 27401, 34008, 41682, 46196, 74026, 79827, 96240, 26828, 21092, 5531, 33381, 13643, 84648, 89521, 41387, 70396, 30179, 49848, 95016, 61172, 71618, 22313, 57350, 11409, 53346, 43047, 10593, 97879, 38254, 67560, 48181, 38956, 67141, 56618, 47651, 97517, 6610, 51432, 30360, 12649, 93423, 89689, 36211, 67368, 7185, 47280, 93521, 95241, 92705, 21378, 10711, 30687, 67401, 63112, 67562, 76916, 31318, 51268, 56228, 69576, 77827, 985, 14016, 24295, 21925, 11181, 75057, 66605, 7958, 57367, 57697, 46714, 11336, 45061, 75038, 59360, 56590, 5238, 91495, 73189, 70253, 36392, 64784, 85048, 30039, 58995, 38651, 80307, 93103, 79454, 73012, 25472, 16137, 39314, 90427, 82701, 56385, 86838, 43838, 46778, 94362, 66025, 77251, 75062, 67937, 10697, 77284, 10991, 20862, 17791, 32757, 4066, 74486, 49571, 55172, 73943, 92500, 1649, 58328, 3731, 96894, 48180, 58052, 24283, 95217, 52836, 16479, 84043, 12435, 36618, 79408, 29991, 40838, 44539, 19102, 73504, 19090, 48377, 82819, 73570, 81936, 60354, 52610, 18273, 90690, 50947, 93567, 30366, 75373, 38450, 77107, 5981, 40822, 66139, 83613, 4990, 84583, 78068, 1093, 61723, 21107, 23092])","{<class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0}"
8.0,3,8,6,0.7875587940216064,24,"Genotype(dna=[77707, 42567, 94393, 70144, 19181, 11969, 23357, 56778, 24941, 25520, 26692, 36765, 50659, 38393, 6927, 50713, 87298, 30877, 52557, 74587, 59037, 97728, 40151, 53910, 39277, 42248, 74242, 63494, 52227, 2978, 32027, 96916, 70953, 75048, 22703, 40899, 95593, 39046, 43343, 67213, 24007, 33761, 38745, 21678, 22685, 36521, 41692, 97158, 81051, 71430, 15811, 99663, 5291, 74217, 63742, 35470, 56634, 65586, 20243, 53313, 14223, 52837, 59946, 97022, 64603, 66117, 79401, 2201, 82340, 47931, 44980, 48022, 56699, 20990, 16676, 54393, 40948, 71912, 1132, 48924, 64782, 38718, 98096, 77314, 68021, 68242, 21911, 5088, 80268, 55424, 53863, 5145, 95321, 8788, 27401, 34008, 41682, 46196, 74026, 79827, 96240, 26828, 21092, 5531, 33381, 13643, 84648, 89521, 41387, 70396, 30179, 49848, 95016, 61172, 71618, 22313, 57350, 11409, 53346, 43047, 10593, 97879, 38254, 67560, 48181, 38956, 67141, 56618, 47651, 97517, 6610, 51432, 30360, 12649, 93423, 89689, 36211, 67368, 7185, 47280, 93521, 95241, 92705, 21378, 10711, 30687, 67401, 63112, 67562, 76916, 31318, 51268, 56228, 69576, 77827, 985, 14016, 24295, 21925, 11181, 75057, 66605, 7958, 57367, 57697, 46714, 11336, 45061, 75038, 59360, 56590, 5238, 91495, 73189, 70253, 36392, 64784, 85048, 30039, 58995, 38651, 80307, 93103, 79454, 73012, 25472, 16137, 39314, 90427, 82701, 56385, 86838, 43838, 46778, 94362, 66025, 77251, 75062, 67937, 10697, 77284, 10991, 20862, 17791, 32757, 4066, 74486, 49571, 55172, 73943, 92500, 1649, 58328, 3731, 96894, 48180, 58052, 24283, 95217, 52836, 16479, 84043, 12435, 36618, 79408, 29991, 40838, 44539, 19102, 73504, 19090, 48377, 82819, 73570, 81936, 60354, 52610, 18273, 90690, 50947, 93567, 30366, 75373, 38450, 77107, 5981, 40822, 66139, 83613, 4990, 84583, 78068, 1093, 61723, 21107, 23092])","{<class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0}"
8.0,3,8,7,0.9046664237976074,24,"Genotype(dna=[77707, 42567, 94393, 70144, 19181, 11969, 23357, 56778, 24941, 25520, 26692, 36765, 50659, 38393, 6927, 50713, 87298, 30877, 52557, 74587, 59037, 97728, 40151, 53910, 39277, 42248, 74242, 63494, 52227, 2978, 32027, 96916, 70953, 75048, 22703, 40899, 95593, 39046, 43343, 67213, 24007, 33761, 38745, 21678, 22685, 36521, 41692, 97158, 81051, 71430, 15811, 99663, 5291, 74217, 63742, 35470, 56634, 65586, 20243, 53313, 14223, 52837, 59946, 97022, 64603, 66117, 79401, 2201, 82340, 47931, 44980, 48022, 56699, 20990, 16676, 54393, 40948, 71912, 1132, 48924, 64782, 38718, 98096, 77314, 68021, 68242, 21911, 5088, 80268, 55424, 53863, 5145, 95321, 8788, 27401, 34008, 41682, 46196, 74026, 79827, 96240, 26828, 21092, 5531, 33381, 13643, 84648, 89521, 41387, 70396, 30179, 49848, 95016, 61172, 71618, 22313, 57350, 11409, 53346, 43047, 10593, 97879, 38254, 67560, 48181, 38956, 67141, 56618, 47651, 97517, 6610, 51432, 30360, 12649, 93423, 89689, 36211, 67368, 7185, 47280, 93521, 95241, 92705, 21378, 10711, 30687, 67401, 63112, 67562, 76916, 31318, 51268, 56228, 69576, 77827, 985, 14016, 24295, 21925, 11181, 75057, 66605, 7958, 57367, 57697, 46714, 11336, 45061, 75038, 59360, 56590, 5238, 91495, 73189, 70253, 36392, 64784, 85048, 30039, 58995, 38651, 80307, 93103, 79454, 73012, 25472, 16137, 39314, 90427, 82701, 56385, 86838, 43838, 46778, 94362, 66025, 77251, 75062, 67937, 10697, 77284, 10991, 20862, 17791, 32757, 4066, 74486, 49571, 55172, 73943, 92500, 1649, 58328, 3731, 96894, 48180, 58052, 24283, 95217, 52836, 16479, 84043, 12435, 36618, 79408, 29991, 40838, 44539, 19102, 73504, 19090, 48377, 82819, 73570, 81936, 60354, 52610, 18273, 90690, 50947, 93567, 30366, 75373, 38450, 77107, 5981, 40822, 66139, 83613, 4990, 84583, 78068, 1093, 61723, 21107, 23092])","{<class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0}"
9.0,6,18,8,1.021160364151001,24,"Genotype(dna=[43657, 42567, 94393, 90537, 19181, 11969, 23357, 95171, 24941, 25520, 26692, 36765, 50659, 46378, 6927, 50713, 87298, 30877, 52557, 74587, 61132, 46372, 96818, 4715, 72572, 69192, 99842, 65188, 52284, 62279, 89487, 33814, 61133, 86249, 75983, 22709, 54007, 21780, 20557, 822, 85386, 91434, 15640, 66200, 92206, 84774, 49448, 91888, 87365, 64245, 8749, 28652, 70709, 57933, 44014, 84507, 93184, 59857, 83404, 95684, 82383, 52837, 59946, 97022, 64603, 66117, 79401, 2201, 82340, 92319, 30266, 48022, 32140, 20990, 16676, 34989, 76983, 50, 3398, 39153, 391, 65043, 30311, 27288, 49619, 25712, 40023, 32858, 17282, 6961, 2126, 33865, 35336, 16221, 99232, 96140, 34957, 23935, 67129, 29625, 1829, 44066, 81406, 61960, 73230, 418, 98531, 70127, 39546, 73986, 33559, 95948, 30594, 65239, 81485, 47144, 29976, 94780, 35331, 84614, 53837, 37193, 72337, 57236, 5460, 21573, 86043, 9012, 17383, 74076, 91701, 49822, 32513, 23989, 79527, 3090, 53733, 33608, 90526, 86952, 89913, 48993, 65799, 45103, 82557, 86203, 82030, 49532, 5051, 7558, 46626, 97983, 55041, 62572, 92198, 79115, 47839, 1862, 45206, 44175, 17519, 83442, 37204, 69004, 62820, 92425, 61460, 12417, 789, 95430, 63587, 93344, 4885, 6642, 64168, 54424, 90670, 11921, 30039, 58995, 28593, 80307, 39503, 59079, 72983, 88341, 13037, 93283, 62919, 75435, 23688, 76384, 21232, 35846, 54069, 79138, 54507, 46737, 13648, 35371, 5849, 31800, 68075, 59258, 16194, 74204, 21686, 21892, 41534, 97263, 17194, 18614, 89227, 39011, 86306, 22360, 37521, 14511, 45680, 63208, 87752, 17233, 55550, 94725, 55876, 41663, 68756, 91922, 10631, 57796, 4896, 83766, 98896, 17396, 84702, 27232, 70997, 79330, 370, 35670, 94742, 43327, 69540, 11079, 86727, 24056, 18432, 60238, 16450, 30780, 3960, 10376, 41700, 41452, 15128, 14009])","{<class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0}"
9.0,6,18,9,1.1369638442993164,24,"Genotype(dna=[43657, 42567, 94393, 90537, 19181, 11969, 23357, 95171, 24941, 25520, 26692, 36765, 50659, 46378, 6927, 50713, 87298, 30877, 52557, 74587, 61132, 46372, 96818, 4715, 72572, 69192, 99842, 65188, 52284, 62279, 89487, 33814, 61133, 86249, 75983, 22709, 54007, 21780, 20557, 822, 85386, 91434, 15640, 66200, 92206, 84774, 49448, 91888, 87365, 64245, 8749, 28652, 70709, 57933, 44014, 84507, 93184, 59857, 83404, 95684, 82383, 52837, 59946, 97022, 64603, 66117, 79401, 2201, 82340, 92319, 30266, 48022, 32140, 20990, 16676, 34989, 76983, 50, 3398, 39153, 391, 65043, 30311, 27288, 49619, 25712, 40023, 32858, 17282, 6961, 2126, 33865, 35336, 16221, 99232, 96140, 34957, 23935, 67129, 29625, 1829, 44066, 81406, 61960, 73230, 418, 98531, 70127, 39546, 73986, 33559, 95948, 30594, 65239, 81485, 47144, 29976, 94780, 35331, 84614, 53837, 37193, 72337, 57236, 5460, 21573, 86043, 9012, 17383, 74076, 91701, 49822, 32513, 23989, 79527, 3090, 53733, 33608, 90526, 86952, 89913, 48993, 65799, 45103, 82557, 86203, 82030, 49532, 5051, 7558, 46626, 97983, 55041, 62572, 92198, 79115, 47839, 1862, 45206, 44175, 17519, 83442, 37204, 69004, 62820, 92425, 61460, 12417, 789, 95430, 63587, 93344, 4885, 6642, 64168, 54424, 90670, 11921, 30039, 58995, 28593, 80307, 39503, 59079, 72983, 88341, 13037, 93283, 62919, 75435, 23688, 76384, 21232, 35846, 54069, 79138, 54507, 46737, 13648, 35371, 5849, 31800, 68075, 59258, 16194, 74204, 21686, 21892, 41534, 97263, 17194, 18614, 89227, 39011, 86306, 22360, 37521, 14511, 45680, 63208, 87752, 17233, 55550, 94725, 55876, 41663, 68756, 91922, 10631, 57796, 4896, 83766, 98896, 17396, 84702, 27232, 70997, 79330, 370, 35670, 94742, 43327, 69540, 11079, 86727, 24056, 18432, 60238, 16450, 30780, 3960, 10376, 41700, 41452, 15128, 14009])","{<class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0}"
9.0,6,18,10,1.2653613090515137,24,"Genotype(dna=[43657, 42567, 94393, 90537, 19181, 11969, 23357, 95171, 24941, 25520, 26692, 36765, 50659, 46378, 6927, 50713, 87298, 30877, 52557, 74587, 61132, 46372, 96818, 4715, 72572, 69192, 99842, 65188, 52284, 62279, 89487, 33814, 61133, 86249, 75983, 22709, 54007, 21780, 20557, 822, 85386, 91434, 15640, 66200, 92206, 84774, 49448, 91888, 87365, 64245, 8749, 28652, 70709, 57933, 44014, 84507, 93184, 59857, 83404, 95684, 82383, 52837, 59946, 97022, 64603, 66117, 79401, 2201, 82340, 92319, 30266, 48022, 32140, 20990, 16676, 34989, 76983, 50, 3398, 39153, 391, 65043, 30311, 27288, 49619, 25712, 40023, 32858, 17282, 6961, 2126, 33865, 35336, 16221, 99232, 96140, 34957, 23935, 67129, 29625, 1829, 44066, 81406, 61960, 73230, 418, 98531, 70127, 39546, 73986, 33559, 95948, 30594, 65239, 81485, 47144, 29976, 94780, 35331, 84614, 53837, 37193, 72337, 57236, 5460, 21573, 86043, 9012, 17383, 74076, 91701, 49822, 32513, 23989, 79527, 3090, 53733, 33608, 90526, 86952, 89913, 48993, 65799, 45103, 82557, 86203, 82030, 49532, 5051, 7558, 46626, 97983, 55041, 62572, 92198, 79115, 47839, 1862, 45206, 44175, 17519, 83442, 37204, 69004, 62820, 92425, 61460, 12417, 789, 95430, 63587, 93344, 4885, 6642, 64168, 54424, 90670, 11921, 30039, 58995, 28593, 80307, 39503, 59079, 72983, 88341, 13037, 93283, 62919, 75435, 23688, 76384, 21232, 35846, 54069, 79138, 54507, 46737, 13648, 35371, 5849, 31800, 68075, 59258, 16194, 74204, 21686, 21892, 41534, 97263, 17194, 18614, 89227, 39011, 86306, 22360, 37521, 14511, 45680, 63208, 87752, 17233, 55550, 94725, 55876, 41663, 68756, 91922, 10631, 57796, 4896, 83766, 98896, 17396, 84702, 27232, 70997, 79330, 370, 35670, 94742, 43327, 69540, 11079, 86727, 24056, 18432, 60238, 16450, 30780, 3960, 10376, 41700, 41452, 15128, 14009])","{<class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1, <class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0}"
