Fitness,Depth,Nodes,Generations,time_since_the_start_of_the_evolution,seed,genotype_as_str,productions
6.0,5,11,1,0.048262596130371094,15,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Right())), Move(), Left(), Move(), Move(), IfFood(yes_food=Left(), no_food=Left()), Move(), Right(), Move(), Right(), Move(), IfFood(yes_food=Left(), no_food=Move()), IfFood(yes_food=Left(), no_food=Move()), Right(), Move(), Move(), Move(), Right(), Right(), Left(), Left(), Left(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
6.0,5,11,2,0.09491682052612305,15,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Right())), Move(), Left(), Move(), Move(), IfFood(yes_food=Left(), no_food=Left()), Move(), Right(), Move(), Right(), Move(), IfFood(yes_food=Left(), no_food=Move()), IfFood(yes_food=Left(), no_food=Move()), Right(), Move(), Move(), Move(), Right(), Right(), Left(), Left(), Left(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
6.0,5,11,3,0.13825559616088867,15,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Right())), Move(), Left(), Move(), Move(), IfFood(yes_food=Left(), no_food=Left()), Move(), Right(), Move(), Right(), Move(), IfFood(yes_food=Left(), no_food=Move()), IfFood(yes_food=Left(), no_food=Move()), Right(), Move(), Move(), Move(), Right(), Right(), Left(), Left(), Left(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
6.0,5,11,4,0.172926664352417,15,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Right())), Move(), Left(), Move(), Move(), IfFood(yes_food=Left(), no_food=Left()), Move(), Right(), Move(), Right(), Move(), IfFood(yes_food=Left(), no_food=Move()), IfFood(yes_food=Left(), no_food=Move()), Right(), Move(), Move(), Move(), Right(), Right(), Left(), Left(), Left(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
6.0,5,11,5,0.24905896186828613,15,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Right())), Move(), Left(), Move(), Move(), IfFood(yes_food=Left(), no_food=Left()), Move(), Right(), Move(), Right(), Move(), IfFood(yes_food=Left(), no_food=Move()), IfFood(yes_food=Left(), no_food=Move()), Right(), Move(), Move(), Move(), Right(), Right(), Left(), Left(), Left(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
6.0,5,11,6,0.2916858196258545,15,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Right())), Move(), Left(), Move(), Move(), IfFood(yes_food=Left(), no_food=Left()), Move(), Right(), Move(), Right(), Move(), IfFood(yes_food=Left(), no_food=Move()), IfFood(yes_food=Left(), no_food=Move()), Right(), Move(), Move(), Move(), Right(), Right(), Left(), Left(), Left(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
6.0,5,11,7,0.3284873962402344,15,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Right())), Move(), Left(), Move(), Move(), IfFood(yes_food=Left(), no_food=Left()), Move(), Right(), Move(), Right(), Move(), IfFood(yes_food=Left(), no_food=Move()), IfFood(yes_food=Left(), no_food=Move()), Right(), Move(), Move(), Move(), Right(), Right(), Left(), Left(), Left(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
6.0,5,11,8,0.3778667449951172,15,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Right())), Move(), Left(), Move(), Move(), IfFood(yes_food=Left(), no_food=Left()), Move(), Right(), Move(), Right(), Move(), IfFood(yes_food=Left(), no_food=Move()), IfFood(yes_food=Left(), no_food=Move()), Right(), Move(), Move(), Move(), Right(), Right(), Left(), Left(), Left(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
6.0,5,11,9,0.43952322006225586,15,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Right())), Move(), Left(), Move(), Move(), IfFood(yes_food=Left(), no_food=Left()), Move(), Right(), Move(), Right(), Move(), IfFood(yes_food=Left(), no_food=Move()), IfFood(yes_food=Left(), no_food=Move()), Right(), Move(), Move(), Move(), Right(), Right(), Left(), Left(), Left(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
6.0,5,11,10,0.48857712745666504,15,"ActionBlock(actions=[Move(), IfFood(yes_food=IfFood(yes_food=Move(), no_food=Move()), no_food=IfFood(yes_food=Right(), no_food=Move())), Left(), IfFood(yes_food=Right(), no_food=IfFood(yes_food=IfFood(yes_food=Move(), no_food=IfFood(yes_food=Move(), no_food=Move())), no_food=Right())), Move(), Left(), Move(), Move(), IfFood(yes_food=Left(), no_food=Left()), Move(), Right(), Move(), Right(), Move(), IfFood(yes_food=Left(), no_food=Move()), IfFood(yes_food=Left(), no_food=Move()), Right(), Move(), Move(), Move(), Right(), Right(), Left(), Left(), Left(), Move(), Right()])","{<class 'examples.santafe.IfFood'>: 0, <class 'examples.santafe.Left'>: 0, <class 'examples.santafe.ActionBlock'>: 1, <class 'examples.santafe.Right'>: 0, <class 'examples.santafe.Action'>: 0, <class 'examples.santafe.Move'>: 0, <class 'examples.santafe.ActionMain'>: 1}"
