Fitness,Depth,Nodes,Generations,time_since_the_start_of_the_evolution,seed,genotype_as_str
33.0,10,565,1,3.7032041549682617,10468,"Genotype(dna=[66989, 48351, 48293, 76766, 8984, 15252, 24880, 49108, 56581, 95429, 41633, 29627, 86264, 17072, 14549, 60719, 58290, 99, 12270, 97429, 43272, 92090, 16759, 97260, 19441, 49799, 47928, 71671, 44010, 40438, 15930, 21706, 64263, 3973, 23143, 62115, 65829, 66799, 69382, 81268, 556, 97300, 95703, 54016, 96192, 92151, 12111, 42715, 12499, 20832, 77108, 22012, 1835, 81307, 21310, 42111, 97321, 14157, 59446, 79680, 32275, 89363, 42663, 51754, 78481, 32139, 95654, 85176, 1065, 45588, 12726, 99818, 72494, 95089, 78750, 49864, 77478, 29357, 93027, 37628, 73000, 31972, 38890, 99220, 6322, 69909, 19382, 38621, 44577, 19027, 567, 74812, 16178, 28815, 66065, 14835, 92245, 39683, 69898, 1918, 7244, 80580, 39862, 3162, 73398, 43477, 16120, 92273, 49620, 55296, 93073, 4666, 21588, 33275, 68864, 62068, 16070, 42596, 48195, 87528, 88114, 54489, 22553, 25318, 26884, 35039, 1641, 40429, 76192, 78276, 32647, 69007, 60611, 35637, 67045, 74735, 16603, 24740, 58987, 58662, 62261, 75707, 62574, 51495, 72450, 59271, 22671, 35815, 88675, 94564, 24439, 59446, 53822, 35572, 19418, 66606, 59632, 77547, 63030, 35628, 38868, 22632, 97788, 57788, 79280, 53767, 610, 61611, 67418, 18648, 1436, 24971, 22277, 9067, 92092, 59085, 90094, 62444, 947, 73890, 34492, 21526, 86002, 89257, 51606, 23004, 69246, 89316, 64461, 73716, 79190, 52045, 37034, 54817, 40626, 81524, 93487, 88982, 36320, 99799, 37336, 74109, 75775, 92701, 53439, 10914, 3261, 9469, 86613, 87597, 73507, 90241, 49634, 76423, 70656, 99694, 80965, 43857, 24844, 35960, 17791, 49470, 42301, 2411, 21927, 88733, 23722, 89308, 33673, 75990, 71766, 87011, 24024, 11993, 89877, 98965, 83553, 66968, 33351, 51385, 33716, 4278, 94318, 97255, 6246, 43441, 98629, 67931, 63002, 73379, 72721, 51095, 39523, 66283, 41499, 20513])"
5.0,10,637,2,5.704506158828735,10468,"Genotype(dna=[86639, 58639, 19812, 45767, 51618, 68820, 53569, 1997, 1919, 98565, 46577, 27422, 59049, 88906, 97094, 28470, 71754, 59399, 86418, 22644, 82830, 34315, 33707, 4665, 24060, 39740, 49111, 42590, 92172, 98294, 63032, 30076, 24384, 91123, 8833, 91682, 99985, 61545, 22586, 86107, 93451, 76681, 31758, 82425, 9679, 7666, 82785, 23148, 77812, 14089, 21478, 60322, 55672, 71687, 49863, 1381, 65176, 43204, 92020, 47746, 37070, 8561, 82639, 66785, 34358, 90843, 98467, 31748, 54410, 81563, 14390, 47976, 12719, 88462, 35462, 4027, 58470, 96509, 42875, 81716, 67348, 84706, 21763, 23282, 32221, 47589, 47148, 37592, 62663, 20565, 80245, 68963, 43059, 39520, 90499, 32738, 26487, 69043, 47007, 97825, 21334, 92123, 97300, 1791, 72647, 14394, 85532, 44278, 97597, 58190, 34718, 90500, 25025, 49173, 86497, 92702, 5248, 77548, 67077, 12543, 70638, 25292, 81055, 78889, 17496, 92700, 67888, 73358, 20247, 52853, 58654, 17061, 30051, 76483, 47287, 49301, 53517, 67840, 11373, 39754, 76998, 97458, 98166, 88479, 18659, 14450, 36309, 52064, 37977, 81159, 80085, 52423, 23922, 10731, 6400, 94308, 7807, 47375, 6281, 66961, 19017, 44960, 97210, 3926, 94643, 12082, 5567, 85782, 47559, 47682, 40850, 8374, 23885, 43679, 10307, 80062, 87566, 56555, 167, 84428, 4179, 5522, 50427, 36654, 70573, 26903, 39623, 54301, 14660, 67243, 34331, 44595, 90128, 92663, 14295, 5349, 72729, 911, 29205, 3263, 61437, 46496, 53157, 71801, 1220, 46874, 25604, 49813, 8023, 83204, 85698, 25222, 70980, 38626, 97619, 85243, 89614, 47286, 13246, 2853, 96583, 41752, 53532, 36957, 16258, 32812, 31824, 84961, 46499, 8463, 89756, 23141, 15043, 15493, 85243, 66939, 22155, 20377, 63649, 36323, 22497, 8999, 62971, 88454, 31775, 49941, 20179, 42092, 65636, 75456, 47000, 41596, 28492, 35838, 11373, 55524])"
1.0,10,619,3,8.137394428253174,10468,"Genotype(dna=[24357, 7642, 13930, 60849, 46139, 75247, 90048, 93740, 96133, 10316, 55441, 88754, 64095, 50580, 53060, 73545, 24250, 30993, 56037, 3328, 23819, 7052, 50413, 2825, 3696, 1571, 99128, 82094, 80119, 91430, 80196, 24660, 50402, 66514, 6013, 38248, 95177, 28445, 93339, 83362, 71050, 45956, 61062, 61780, 39503, 32023, 97196, 67674, 87866, 68760, 29805, 71744, 77470, 65333, 27615, 21149, 90678, 44708, 36406, 23733, 29143, 22081, 50787, 29166, 78327, 79854, 88230, 90573, 12987, 74014, 17823, 1037, 29193, 90116, 9411, 25199, 90560, 98368, 92557, 74300, 24968, 36067, 1226, 64919, 78352, 80107, 10523, 55131, 39199, 38469, 20892, 11537, 1747, 13765, 60035, 46022, 78794, 87259, 82751, 98784, 56531, 85333, 6073, 58072, 29515, 60402, 32676, 63652, 39536, 57527, 12680, 74577, 46487, 62140, 80922, 23810, 98431, 39076, 37580, 23190, 82077, 33972, 84347, 69621, 95402, 94966, 38951, 80537, 2072, 2903, 81689, 83725, 86184, 30150, 28741, 8674, 80222, 19693, 98585, 68107, 78540, 94530, 10119, 66766, 51298, 61584, 50495, 61314, 11534, 19941, 82060, 74170, 10986, 42483, 23349, 72564, 3694, 86924, 31433, 760, 33389, 81368, 62566, 23749, 73860, 65305, 47168, 83476, 3479, 15734, 13324, 10119, 76268, 21167, 90672, 70147, 77416, 5231, 23728, 33986, 95165, 12466, 74106, 68669, 6063, 3887, 77287, 94692, 71004, 93212, 99205, 75387, 44275, 88494, 39203, 77434, 43433, 28696, 34116, 73029, 39915, 47284, 63371, 68363, 85976, 83310, 39355, 98521, 51456, 42888, 20755, 7755, 70980, 38626, 97619, 85243, 89614, 47286, 13246, 2853, 96583, 41752, 53532, 36957, 16258, 32812, 31824, 84961, 46499, 8463, 89756, 23141, 15043, 15493, 90281, 66939, 22155, 20377, 63649, 36323, 22497, 97054, 62971, 88454, 31775, 49941, 20179, 42092, 65636, 75456, 47000, 41596, 28492, 35838, 11373, 55524])"
1.0,10,619,4,12.026859998703003,10468,"Genotype(dna=[24357, 7642, 13930, 60849, 46139, 75247, 90048, 93740, 96133, 10316, 55441, 88754, 64095, 50580, 53060, 73545, 24250, 30993, 56037, 3328, 23819, 7052, 50413, 2825, 3696, 1571, 99128, 82094, 80119, 91430, 80196, 24660, 50402, 66514, 6013, 38248, 95177, 28445, 93339, 83362, 71050, 45956, 61062, 61780, 39503, 32023, 97196, 67674, 87866, 68760, 29805, 71744, 77470, 65333, 27615, 21149, 90678, 44708, 36406, 23733, 29143, 22081, 50787, 29166, 78327, 79854, 88230, 90573, 12987, 74014, 17823, 1037, 29193, 90116, 9411, 25199, 90560, 98368, 92557, 74300, 24968, 36067, 1226, 64919, 78352, 80107, 10523, 55131, 39199, 38469, 20892, 11537, 1747, 13765, 60035, 46022, 78794, 87259, 82751, 98784, 56531, 85333, 6073, 58072, 29515, 60402, 32676, 63652, 39536, 57527, 12680, 74577, 46487, 62140, 80922, 23810, 98431, 39076, 37580, 23190, 82077, 33972, 84347, 69621, 95402, 94966, 38951, 80537, 2072, 2903, 81689, 83725, 86184, 30150, 28741, 8674, 80222, 19693, 98585, 68107, 78540, 94530, 10119, 66766, 51298, 61584, 50495, 61314, 11534, 19941, 82060, 74170, 10986, 42483, 23349, 72564, 3694, 86924, 31433, 760, 33389, 81368, 62566, 23749, 73860, 65305, 47168, 83476, 3479, 15734, 13324, 10119, 76268, 21167, 90672, 70147, 77416, 5231, 23728, 33986, 95165, 12466, 74106, 68669, 6063, 3887, 77287, 94692, 71004, 93212, 99205, 75387, 44275, 88494, 39203, 77434, 43433, 28696, 34116, 73029, 39915, 47284, 63371, 68363, 85976, 83310, 39355, 98521, 51456, 42888, 20755, 7755, 70980, 38626, 97619, 85243, 89614, 47286, 13246, 2853, 96583, 41752, 53532, 36957, 16258, 32812, 31824, 84961, 46499, 8463, 89756, 23141, 15043, 15493, 90281, 66939, 22155, 20377, 63649, 36323, 22497, 97054, 62971, 88454, 31775, 49941, 20179, 42092, 65636, 75456, 47000, 41596, 28492, 35838, 11373, 55524])"
1.0,10,619,5,14.208354234695435,10468,"Genotype(dna=[24357, 7642, 13930, 60849, 46139, 75247, 90048, 93740, 96133, 10316, 55441, 88754, 64095, 50580, 53060, 73545, 24250, 30993, 56037, 3328, 23819, 7052, 50413, 2825, 3696, 1571, 99128, 82094, 80119, 91430, 80196, 24660, 50402, 66514, 6013, 38248, 95177, 28445, 93339, 83362, 71050, 45956, 61062, 61780, 39503, 32023, 97196, 67674, 87866, 68760, 29805, 71744, 77470, 65333, 27615, 21149, 90678, 44708, 36406, 23733, 29143, 22081, 50787, 29166, 78327, 79854, 88230, 90573, 12987, 74014, 17823, 1037, 29193, 90116, 9411, 25199, 90560, 98368, 92557, 74300, 24968, 36067, 1226, 64919, 78352, 80107, 10523, 55131, 39199, 38469, 20892, 11537, 1747, 13765, 60035, 46022, 78794, 87259, 82751, 98784, 56531, 85333, 6073, 58072, 29515, 60402, 32676, 63652, 39536, 57527, 12680, 74577, 46487, 62140, 80922, 23810, 98431, 39076, 37580, 23190, 82077, 33972, 84347, 69621, 95402, 94966, 38951, 80537, 2072, 2903, 81689, 83725, 86184, 30150, 28741, 8674, 80222, 19693, 98585, 68107, 78540, 94530, 10119, 66766, 51298, 61584, 50495, 61314, 11534, 19941, 82060, 74170, 10986, 42483, 23349, 72564, 3694, 86924, 31433, 760, 33389, 81368, 62566, 23749, 73860, 65305, 47168, 83476, 3479, 15734, 13324, 10119, 76268, 21167, 90672, 70147, 77416, 5231, 23728, 33986, 95165, 12466, 74106, 68669, 6063, 3887, 77287, 94692, 71004, 93212, 99205, 75387, 44275, 88494, 39203, 77434, 43433, 28696, 34116, 73029, 39915, 47284, 63371, 68363, 85976, 83310, 39355, 98521, 51456, 42888, 20755, 7755, 70980, 38626, 97619, 85243, 89614, 47286, 13246, 2853, 96583, 41752, 53532, 36957, 16258, 32812, 31824, 84961, 46499, 8463, 89756, 23141, 15043, 15493, 90281, 66939, 22155, 20377, 63649, 36323, 22497, 97054, 62971, 88454, 31775, 49941, 20179, 42092, 65636, 75456, 47000, 41596, 28492, 35838, 11373, 55524])"
1.0,10,619,6,16.490356922149658,10468,"Genotype(dna=[24357, 7642, 13930, 60849, 46139, 75247, 90048, 93740, 96133, 10316, 55441, 88754, 64095, 50580, 53060, 73545, 24250, 30993, 56037, 3328, 23819, 7052, 50413, 2825, 3696, 1571, 99128, 82094, 80119, 91430, 80196, 24660, 50402, 66514, 6013, 38248, 95177, 28445, 93339, 83362, 71050, 45956, 61062, 61780, 39503, 32023, 97196, 67674, 87866, 68760, 29805, 71744, 77470, 65333, 27615, 21149, 90678, 44708, 36406, 23733, 29143, 22081, 50787, 29166, 78327, 79854, 88230, 90573, 12987, 74014, 17823, 1037, 29193, 90116, 9411, 25199, 90560, 98368, 92557, 74300, 24968, 36067, 1226, 64919, 78352, 80107, 10523, 55131, 39199, 38469, 20892, 11537, 1747, 13765, 60035, 46022, 78794, 87259, 82751, 98784, 56531, 85333, 6073, 58072, 29515, 60402, 32676, 63652, 39536, 57527, 12680, 74577, 46487, 62140, 80922, 23810, 98431, 39076, 37580, 23190, 82077, 33972, 84347, 69621, 95402, 94966, 38951, 80537, 2072, 2903, 81689, 83725, 86184, 30150, 28741, 8674, 80222, 19693, 98585, 68107, 78540, 94530, 10119, 66766, 51298, 61584, 50495, 61314, 11534, 19941, 82060, 74170, 10986, 42483, 23349, 72564, 3694, 86924, 31433, 760, 33389, 81368, 62566, 23749, 73860, 65305, 47168, 83476, 3479, 15734, 13324, 10119, 76268, 21167, 90672, 70147, 77416, 5231, 23728, 33986, 95165, 12466, 74106, 68669, 6063, 3887, 77287, 94692, 71004, 93212, 99205, 75387, 44275, 88494, 39203, 77434, 43433, 28696, 34116, 73029, 39915, 47284, 63371, 68363, 85976, 83310, 39355, 98521, 51456, 42888, 20755, 7755, 70980, 38626, 97619, 85243, 89614, 47286, 13246, 2853, 96583, 41752, 53532, 36957, 16258, 32812, 31824, 84961, 46499, 8463, 89756, 23141, 15043, 15493, 90281, 66939, 22155, 20377, 63649, 36323, 22497, 97054, 62971, 88454, 31775, 49941, 20179, 42092, 65636, 75456, 47000, 41596, 28492, 35838, 11373, 55524])"
1.0,10,619,7,18.462199449539185,10468,"Genotype(dna=[24357, 7642, 13930, 60849, 46139, 75247, 90048, 93740, 96133, 10316, 55441, 88754, 64095, 50580, 53060, 73545, 24250, 30993, 56037, 3328, 23819, 7052, 50413, 2825, 3696, 1571, 99128, 82094, 80119, 91430, 80196, 24660, 50402, 66514, 6013, 38248, 95177, 28445, 93339, 83362, 71050, 45956, 61062, 61780, 39503, 32023, 97196, 67674, 87866, 68760, 29805, 71744, 77470, 65333, 27615, 21149, 90678, 44708, 36406, 23733, 29143, 22081, 50787, 29166, 78327, 79854, 88230, 90573, 12987, 74014, 17823, 1037, 29193, 90116, 9411, 25199, 90560, 98368, 92557, 74300, 24968, 36067, 1226, 64919, 78352, 80107, 10523, 55131, 39199, 38469, 20892, 11537, 1747, 13765, 60035, 46022, 78794, 87259, 82751, 98784, 56531, 85333, 6073, 58072, 29515, 60402, 32676, 63652, 39536, 57527, 12680, 74577, 46487, 62140, 80922, 23810, 98431, 39076, 37580, 23190, 82077, 33972, 84347, 69621, 95402, 94966, 38951, 80537, 2072, 2903, 81689, 83725, 86184, 30150, 28741, 8674, 80222, 19693, 98585, 68107, 78540, 94530, 10119, 66766, 51298, 61584, 50495, 61314, 11534, 19941, 82060, 74170, 10986, 42483, 23349, 72564, 3694, 86924, 31433, 760, 33389, 81368, 62566, 23749, 73860, 65305, 47168, 83476, 3479, 15734, 13324, 10119, 76268, 21167, 90672, 70147, 77416, 5231, 23728, 33986, 95165, 12466, 74106, 68669, 6063, 3887, 77287, 94692, 71004, 93212, 99205, 75387, 44275, 88494, 39203, 77434, 43433, 28696, 34116, 73029, 39915, 47284, 63371, 68363, 85976, 83310, 39355, 98521, 51456, 42888, 20755, 7755, 70980, 38626, 97619, 85243, 89614, 47286, 13246, 2853, 96583, 41752, 53532, 36957, 16258, 32812, 31824, 84961, 46499, 8463, 89756, 23141, 15043, 15493, 90281, 66939, 22155, 20377, 63649, 36323, 22497, 97054, 62971, 88454, 31775, 49941, 20179, 42092, 65636, 75456, 47000, 41596, 28492, 35838, 11373, 55524])"
1.0,10,619,8,20.402710437774658,10468,"Genotype(dna=[24357, 7642, 13930, 60849, 46139, 75247, 90048, 93740, 96133, 10316, 55441, 88754, 64095, 50580, 53060, 73545, 24250, 30993, 56037, 3328, 23819, 7052, 50413, 2825, 3696, 1571, 99128, 82094, 80119, 91430, 80196, 24660, 50402, 66514, 6013, 38248, 95177, 28445, 93339, 83362, 71050, 45956, 61062, 61780, 39503, 32023, 97196, 67674, 87866, 68760, 29805, 71744, 77470, 65333, 27615, 21149, 90678, 44708, 36406, 23733, 29143, 22081, 50787, 29166, 78327, 79854, 88230, 90573, 12987, 74014, 17823, 1037, 29193, 90116, 9411, 25199, 90560, 98368, 92557, 74300, 24968, 36067, 1226, 64919, 78352, 80107, 10523, 55131, 39199, 38469, 20892, 11537, 1747, 13765, 60035, 46022, 78794, 87259, 82751, 98784, 56531, 85333, 6073, 58072, 29515, 60402, 32676, 63652, 39536, 57527, 12680, 74577, 46487, 62140, 80922, 23810, 98431, 39076, 37580, 23190, 82077, 33972, 84347, 69621, 95402, 94966, 38951, 80537, 2072, 2903, 81689, 83725, 86184, 30150, 28741, 8674, 80222, 19693, 98585, 68107, 78540, 94530, 10119, 66766, 51298, 61584, 50495, 61314, 11534, 19941, 82060, 74170, 10986, 42483, 23349, 72564, 3694, 86924, 31433, 760, 33389, 81368, 62566, 23749, 73860, 65305, 47168, 83476, 3479, 15734, 13324, 10119, 76268, 21167, 90672, 70147, 77416, 5231, 23728, 33986, 95165, 12466, 74106, 68669, 6063, 3887, 77287, 94692, 71004, 93212, 99205, 75387, 44275, 88494, 39203, 77434, 43433, 28696, 34116, 73029, 39915, 47284, 63371, 68363, 85976, 83310, 39355, 98521, 51456, 42888, 20755, 7755, 70980, 38626, 97619, 85243, 89614, 47286, 13246, 2853, 96583, 41752, 53532, 36957, 16258, 32812, 31824, 84961, 46499, 8463, 89756, 23141, 15043, 15493, 90281, 66939, 22155, 20377, 63649, 36323, 22497, 97054, 62971, 88454, 31775, 49941, 20179, 42092, 65636, 75456, 47000, 41596, 28492, 35838, 11373, 55524])"
1.0,10,619,9,22.42247176170349,10468,"Genotype(dna=[24357, 7642, 13930, 60849, 46139, 75247, 90048, 93740, 96133, 10316, 55441, 88754, 64095, 50580, 53060, 73545, 24250, 30993, 56037, 3328, 23819, 7052, 50413, 2825, 3696, 1571, 99128, 82094, 80119, 91430, 80196, 24660, 50402, 66514, 6013, 38248, 95177, 28445, 93339, 83362, 71050, 45956, 61062, 61780, 39503, 32023, 97196, 67674, 87866, 68760, 29805, 71744, 77470, 65333, 27615, 21149, 90678, 44708, 36406, 23733, 29143, 22081, 50787, 29166, 78327, 79854, 88230, 90573, 12987, 74014, 17823, 1037, 29193, 90116, 9411, 25199, 90560, 98368, 92557, 74300, 24968, 36067, 1226, 64919, 78352, 80107, 10523, 55131, 39199, 38469, 20892, 11537, 1747, 13765, 60035, 46022, 78794, 87259, 82751, 98784, 56531, 85333, 6073, 58072, 29515, 60402, 32676, 63652, 39536, 57527, 12680, 74577, 46487, 62140, 80922, 23810, 98431, 39076, 37580, 23190, 82077, 33972, 84347, 69621, 95402, 94966, 38951, 80537, 2072, 2903, 81689, 83725, 86184, 30150, 28741, 8674, 80222, 19693, 98585, 68107, 78540, 94530, 10119, 66766, 51298, 61584, 50495, 61314, 11534, 19941, 82060, 74170, 10986, 42483, 23349, 72564, 3694, 86924, 31433, 760, 33389, 81368, 62566, 23749, 73860, 65305, 47168, 83476, 3479, 15734, 13324, 10119, 76268, 21167, 90672, 70147, 77416, 5231, 23728, 33986, 95165, 12466, 74106, 68669, 6063, 3887, 77287, 94692, 71004, 93212, 99205, 75387, 44275, 88494, 39203, 77434, 43433, 28696, 34116, 73029, 39915, 47284, 63371, 68363, 85976, 83310, 39355, 98521, 51456, 42888, 20755, 7755, 70980, 38626, 97619, 85243, 89614, 47286, 13246, 2853, 96583, 41752, 53532, 36957, 16258, 32812, 31824, 84961, 46499, 8463, 89756, 23141, 15043, 15493, 90281, 66939, 22155, 20377, 63649, 36323, 22497, 97054, 62971, 88454, 31775, 49941, 20179, 42092, 65636, 75456, 47000, 41596, 28492, 35838, 11373, 55524])"
1.0,10,619,10,24.086808443069458,10468,"Genotype(dna=[24357, 7642, 13930, 60849, 46139, 75247, 90048, 93740, 96133, 10316, 55441, 88754, 64095, 50580, 53060, 73545, 24250, 30993, 56037, 3328, 23819, 7052, 50413, 2825, 3696, 1571, 99128, 82094, 80119, 91430, 80196, 24660, 50402, 66514, 6013, 38248, 95177, 28445, 93339, 83362, 71050, 45956, 61062, 61780, 39503, 32023, 97196, 67674, 87866, 68760, 29805, 71744, 77470, 65333, 27615, 21149, 90678, 44708, 36406, 23733, 29143, 22081, 50787, 29166, 78327, 79854, 88230, 90573, 12987, 74014, 17823, 1037, 29193, 90116, 9411, 25199, 90560, 98368, 92557, 74300, 24968, 36067, 1226, 64919, 78352, 80107, 10523, 55131, 39199, 38469, 20892, 11537, 1747, 13765, 60035, 46022, 78794, 87259, 82751, 98784, 56531, 85333, 6073, 58072, 29515, 60402, 32676, 63652, 39536, 57527, 12680, 74577, 46487, 62140, 80922, 23810, 98431, 39076, 37580, 23190, 82077, 33972, 84347, 69621, 95402, 94966, 38951, 80537, 2072, 2903, 81689, 83725, 86184, 30150, 28741, 8674, 80222, 19693, 98585, 68107, 78540, 94530, 10119, 66766, 51298, 61584, 50495, 61314, 11534, 19941, 82060, 74170, 10986, 42483, 23349, 72564, 3694, 86924, 31433, 760, 33389, 81368, 62566, 23749, 73860, 65305, 47168, 83476, 3479, 15734, 13324, 10119, 76268, 21167, 90672, 70147, 77416, 5231, 23728, 33986, 95165, 12466, 74106, 68669, 6063, 3887, 77287, 94692, 71004, 93212, 99205, 75387, 44275, 88494, 39203, 77434, 43433, 28696, 34116, 73029, 39915, 47284, 63371, 68363, 85976, 83310, 39355, 98521, 51456, 42888, 20755, 7755, 70980, 38626, 97619, 85243, 89614, 47286, 13246, 2853, 96583, 41752, 53532, 36957, 16258, 32812, 31824, 84961, 46499, 8463, 89756, 23141, 15043, 15493, 90281, 66939, 22155, 20377, 63649, 36323, 22497, 97054, 62971, 88454, 31775, 49941, 20179, 42092, 65636, 75456, 47000, 41596, 28492, 35838, 11373, 55524])"
