Fitness,Depth,Nodes,Generations,time_since_the_start_of_the_evolution,seed,genotype_as_str
105.0,6,17,1,1.0731112957000732,27,"NT_0017_P_00002(__a=37, __b=NT_0013_P_00003(__a=NT_0003_P_00001(__a=NT_0000_P_00000(__a=True, __b=32), __b=33), __b=NT_0010_P_00000(__a=True)), __c=NT_0003_P_00002(__a=NT_0003_P_00002(__a=NT_0003_P_00000(__a=NT_0003_P_00001(__a=NT_0000_P_00000(__a=False, __b=17), __b=37), __b=0), __b=NT_0001_P_00001(__a=False), __c=NT_0000_P_00001()), __b=NT_0001_P_00000(__a=NT_0001_P_00000(__a=NT_0001_P_00000(__a=NT_0001_P_00001(__a=True)))), __c=NT_0000_P_00002(__a=NT_0000_P_00002(__a=NT_0000_P_00001()))))"
100.0,9,19,2,2.578059434890747,27,"NT_0017_P_00002(__a=89, __b=NT_0013_P_00000(__a=NT_0013_P_00003(__a=NT_0003_P_00000(__a=NT_0003_P_00002(__a=NT_0003_P_00001(__a=NT_0000_P_00002(__a=NT_0000_P_00002(__a=NT_0000_P_00002(__a=NT_0000_P_00001()))), __b=55), __b=NT_0001_P_00000(__a=NT_0001_P_00001(__a=False)), __c=NT_0000_P_00000(__a=True, __b=93)), __b=87), __b=NT_0010_P_00001(__a=NT_0010_P_00000(__a=True)))), __c=NT_0003_P_00001(__a=NT_0000_P_00002(__a=NT_0000_P_00002(__a=NT_0000_P_00002(__a=NT_0000_P_00002(__a=NT_0000_P_00001())))), __b=55))"
94.0,9,17,3,3.440178155899048,27,"NT_0017_P_00000(__a=NT_0013_P_00000(__a=NT_0013_P_00003(__a=NT_0003_P_00000(__a=NT_0003_P_00002(__a=NT_0003_P_00002(__a=NT_0003_P_00002(__a=NT_0003_P_00003(), __b=NT_0001_P_00001(__a=False), __c=NT_0000_P_00000(__a=True, __b=24)), __b=NT_0001_P_00001(__a=True), __c=NT_0000_P_00002(__a=NT_0000_P_00001())), __b=NT_0001_P_00000(__a=NT_0001_P_00000(__a=NT_0001_P_00000(__a=NT_0001_P_00001(__a=False)))), __c=NT_0000_P_00001()), __b=67), __b=NT_0010_P_00000(__a=False))), __b=NT_0001_P_00001(__a=True))"
94.0,9,17,4,4.153245687484741,27,"NT_0017_P_00000(__a=NT_0013_P_00000(__a=NT_0013_P_00003(__a=NT_0003_P_00000(__a=NT_0003_P_00002(__a=NT_0003_P_00002(__a=NT_0003_P_00002(__a=NT_0003_P_00003(), __b=NT_0001_P_00001(__a=False), __c=NT_0000_P_00000(__a=True, __b=24)), __b=NT_0001_P_00001(__a=True), __c=NT_0000_P_00002(__a=NT_0000_P_00001())), __b=NT_0001_P_00000(__a=NT_0001_P_00000(__a=NT_0001_P_00000(__a=NT_0001_P_00001(__a=False)))), __c=NT_0000_P_00001()), __b=67), __b=NT_0010_P_00000(__a=False))), __b=NT_0001_P_00001(__a=True))"
94.0,9,17,5,4.835735559463501,27,"NT_0017_P_00000(__a=NT_0013_P_00000(__a=NT_0013_P_00003(__a=NT_0003_P_00000(__a=NT_0003_P_00002(__a=NT_0003_P_00002(__a=NT_0003_P_00002(__a=NT_0003_P_00003(), __b=NT_0001_P_00001(__a=False), __c=NT_0000_P_00000(__a=True, __b=24)), __b=NT_0001_P_00001(__a=True), __c=NT_0000_P_00002(__a=NT_0000_P_00001())), __b=NT_0001_P_00000(__a=NT_0001_P_00000(__a=NT_0001_P_00000(__a=NT_0001_P_00001(__a=False)))), __c=NT_0000_P_00001()), __b=67), __b=NT_0010_P_00000(__a=False))), __b=NT_0001_P_00001(__a=True))"
94.0,9,17,6,5.585233211517334,27,"NT_0017_P_00000(__a=NT_0013_P_00000(__a=NT_0013_P_00003(__a=NT_0003_P_00000(__a=NT_0003_P_00002(__a=NT_0003_P_00002(__a=NT_0003_P_00002(__a=NT_0003_P_00003(), __b=NT_0001_P_00001(__a=False), __c=NT_0000_P_00000(__a=True, __b=24)), __b=NT_0001_P_00001(__a=True), __c=NT_0000_P_00002(__a=NT_0000_P_00001())), __b=NT_0001_P_00000(__a=NT_0001_P_00000(__a=NT_0001_P_00000(__a=NT_0001_P_00001(__a=False)))), __c=NT_0000_P_00001()), __b=67), __b=NT_0010_P_00000(__a=False))), __b=NT_0001_P_00001(__a=True))"
94.0,9,17,7,6.455807447433472,27,"NT_0017_P_00000(__a=NT_0013_P_00000(__a=NT_0013_P_00003(__a=NT_0003_P_00000(__a=NT_0003_P_00002(__a=NT_0003_P_00002(__a=NT_0003_P_00002(__a=NT_0003_P_00003(), __b=NT_0001_P_00001(__a=False), __c=NT_0000_P_00000(__a=True, __b=24)), __b=NT_0001_P_00001(__a=True), __c=NT_0000_P_00002(__a=NT_0000_P_00001())), __b=NT_0001_P_00000(__a=NT_0001_P_00000(__a=NT_0001_P_00000(__a=NT_0001_P_00001(__a=False)))), __c=NT_0000_P_00001()), __b=67), __b=NT_0010_P_00000(__a=False))), __b=NT_0001_P_00001(__a=True))"
94.0,9,17,8,7.211015462875366,27,"NT_0017_P_00000(__a=NT_0013_P_00000(__a=NT_0013_P_00003(__a=NT_0003_P_00000(__a=NT_0003_P_00002(__a=NT_0003_P_00002(__a=NT_0003_P_00002(__a=NT_0003_P_00003(), __b=NT_0001_P_00001(__a=False), __c=NT_0000_P_00000(__a=True, __b=24)), __b=NT_0001_P_00001(__a=True), __c=NT_0000_P_00002(__a=NT_0000_P_00001())), __b=NT_0001_P_00000(__a=NT_0001_P_00000(__a=NT_0001_P_00000(__a=NT_0001_P_00001(__a=False)))), __c=NT_0000_P_00001()), __b=67), __b=NT_0010_P_00000(__a=False))), __b=NT_0001_P_00001(__a=True))"
94.0,9,17,9,8.103351593017578,27,"NT_0017_P_00000(__a=NT_0013_P_00000(__a=NT_0013_P_00003(__a=NT_0003_P_00000(__a=NT_0003_P_00002(__a=NT_0003_P_00002(__a=NT_0003_P_00002(__a=NT_0003_P_00003(), __b=NT_0001_P_00001(__a=False), __c=NT_0000_P_00000(__a=True, __b=24)), __b=NT_0001_P_00001(__a=True), __c=NT_0000_P_00002(__a=NT_0000_P_00001())), __b=NT_0001_P_00000(__a=NT_0001_P_00000(__a=NT_0001_P_00000(__a=NT_0001_P_00001(__a=False)))), __c=NT_0000_P_00001()), __b=67), __b=NT_0010_P_00000(__a=False))), __b=NT_0001_P_00001(__a=True))"
94.0,9,17,10,8.882908344268799,27,"NT_0017_P_00000(__a=NT_0013_P_00000(__a=NT_0013_P_00003(__a=NT_0003_P_00000(__a=NT_0003_P_00002(__a=NT_0003_P_00002(__a=NT_0003_P_00002(__a=NT_0003_P_00003(), __b=NT_0001_P_00001(__a=False), __c=NT_0000_P_00000(__a=True, __b=24)), __b=NT_0001_P_00001(__a=True), __c=NT_0000_P_00002(__a=NT_0000_P_00001())), __b=NT_0001_P_00000(__a=NT_0001_P_00000(__a=NT_0001_P_00000(__a=NT_0001_P_00001(__a=False)))), __c=NT_0000_P_00001()), __b=67), __b=NT_0010_P_00000(__a=False))), __b=NT_0001_P_00001(__a=True))"
