Fitness,Depth,Nodes,Generations,time_since_the_start_of_the_evolution,seed,genotype_as_str
39.0,2,2,1,0.13827753067016602,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,2,0.26548290252685547,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,3,0.3797152042388916,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,4,0.5512046813964844,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,5,0.6852331161499023,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,6,0.7907876968383789,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,7,0.9503436088562012,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,8,1.081907033920288,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,9,1.2123165130615234,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,10,1.353727102279663,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,11,1.4811723232269287,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,12,1.5858969688415527,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,13,1.696974754333496,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,14,1.8734216690063477,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,15,2.069612741470337,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,16,2.1842780113220215,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,17,2.3134121894836426,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,18,2.532925844192505,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,19,2.629371166229248,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,20,2.7558560371398926,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,21,2.8681440353393555,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,22,2.971674919128418,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
39.0,2,2,23,3.0480828285217285,40399,NT_0017_P_00001(__a=NT_0007_P_00003(__a=True))
