Fitness,Depth,Nodes,Generations,time_since_the_start_of_the_evolution,seed,genotype_as_str
51.0,13,53,1,0.42772340774536133,30232,"NT_0012_P_00001(__a=NT_0006_P_00001(__a=NT_0005_P_00002(__a=NT_0003_P_00001(__a=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00004(__a=True), __b=True, __c=False, __d=True), __b=True, __c=True, __d=True)), __b=True, __c=NT_0004_P_00000(__a=NT_0001_P_00001(__a=True, __b=NT_0001_P_00000(__a=24), __c=NT_0001_P_00001(__a=False, __b=NT_0001_P_00001(__a=False, __b=NT_0001_P_00002(), __c=NT_0001_P_00002(), __d=NT_0000_P_00003(__a=NT_0000_P_00002(__a=True), __b=False, __c=True, __d=True), __e=False), __c=NT_0001_P_00002(), __d=NT_0000_P_00001(__a=15, __b=30, __c=NT_0000_P_00000(__a=True, __b=True, __c=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00001(__a=74, __b=91, __c=NT_0000_P_00001(__a=44, __b=62, __c=NT_0000_P_00004(__a=False))), __b=True, __c=True, __d=False), __b=False, __c=False, __d=True), __d=57)), __e=True), __d=NT_0000_P_00003(__a=NT_0000_P_00000(__a=False, __b=False, __c=NT_0000_P_00004(__a=True), __d=25), __b=True, __c=True, __d=True), __e=False)), __d=NT_0001_P_00001(__a=False, __b=NT_0001_P_00002(), __c=NT_0001_P_00002(), __d=NT_0000_P_00001(__a=46, __b=19, __c=NT_0000_P_00000(__a=True, __b=False, __c=NT_0000_P_00004(__a=False), __d=5)), __e=False)), __b=NT_0000_P_00003(__a=NT_0000_P_00001(__a=10, __b=87, __c=NT_0000_P_00001(__a=99, __b=96, __c=NT_0000_P_00001(__a=68, __b=50, __c=NT_0000_P_00000(__a=True, __b=False, __c=NT_0000_P_00002(__a=False), __d=29)))), __b=True, __c=True, __d=True), __c=False), __b=NT_0006_P_00003(__a=NT_0006_P_00003(__a=NT_0006_P_00003(__a=NT_0006_P_00001(__a=NT_0005_P_00002(__a=NT_0003_P_00001(__a=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00002(__a=False), __d=83)), __b=True, __c=NT_0004_P_00000(__a=NT_0001_P_00002()), __d=NT_0001_P_00000(__a=8)), __b=NT_0000_P_00004(__a=True), __c=True), __b=NT_0003_P_00002(__a=NT_0000_P_00004(__a=True))), __b=NT_0003_P_00002(__a=NT_0000_P_00003(__a=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00004(__a=False), __d=21), __b=True, __c=True, __d=False))), __b=NT_0003_P_00001(__a=NT_0000_P_00004(__a=False))))"
51.0,13,53,2,0.6109812259674072,30232,"NT_0012_P_00001(__a=NT_0006_P_00001(__a=NT_0005_P_00002(__a=NT_0003_P_00001(__a=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00004(__a=True), __b=True, __c=False, __d=True), __b=True, __c=True, __d=True)), __b=True, __c=NT_0004_P_00000(__a=NT_0001_P_00001(__a=True, __b=NT_0001_P_00000(__a=24), __c=NT_0001_P_00001(__a=False, __b=NT_0001_P_00001(__a=False, __b=NT_0001_P_00002(), __c=NT_0001_P_00002(), __d=NT_0000_P_00003(__a=NT_0000_P_00002(__a=True), __b=False, __c=True, __d=True), __e=False), __c=NT_0001_P_00002(), __d=NT_0000_P_00001(__a=15, __b=30, __c=NT_0000_P_00000(__a=True, __b=True, __c=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00001(__a=74, __b=91, __c=NT_0000_P_00001(__a=44, __b=62, __c=NT_0000_P_00004(__a=False))), __b=True, __c=True, __d=False), __b=False, __c=False, __d=True), __d=57)), __e=True), __d=NT_0000_P_00003(__a=NT_0000_P_00000(__a=False, __b=False, __c=NT_0000_P_00004(__a=True), __d=25), __b=True, __c=True, __d=True), __e=False)), __d=NT_0001_P_00001(__a=False, __b=NT_0001_P_00002(), __c=NT_0001_P_00002(), __d=NT_0000_P_00001(__a=46, __b=19, __c=NT_0000_P_00000(__a=True, __b=False, __c=NT_0000_P_00004(__a=False), __d=5)), __e=False)), __b=NT_0000_P_00003(__a=NT_0000_P_00001(__a=10, __b=87, __c=NT_0000_P_00001(__a=99, __b=96, __c=NT_0000_P_00001(__a=68, __b=50, __c=NT_0000_P_00000(__a=True, __b=False, __c=NT_0000_P_00002(__a=False), __d=29)))), __b=True, __c=True, __d=True), __c=False), __b=NT_0006_P_00003(__a=NT_0006_P_00003(__a=NT_0006_P_00003(__a=NT_0006_P_00001(__a=NT_0005_P_00002(__a=NT_0003_P_00001(__a=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00002(__a=False), __d=83)), __b=True, __c=NT_0004_P_00000(__a=NT_0001_P_00002()), __d=NT_0001_P_00000(__a=8)), __b=NT_0000_P_00004(__a=True), __c=True), __b=NT_0003_P_00002(__a=NT_0000_P_00004(__a=True))), __b=NT_0003_P_00002(__a=NT_0000_P_00003(__a=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00004(__a=False), __d=21), __b=True, __c=True, __d=False))), __b=NT_0003_P_00001(__a=NT_0000_P_00004(__a=False))))"
36.0,13,56,3,0.731769323348999,30232,"NT_0012_P_00001(__a=NT_0006_P_00001(__a=NT_0005_P_00002(__a=NT_0003_P_00001(__a=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00004(__a=True), __b=True, __c=False, __d=True), __b=True, __c=True, __d=True)), __b=True, __c=NT_0004_P_00000(__a=NT_0001_P_00001(__a=True, __b=NT_0001_P_00000(__a=24), __c=NT_0001_P_00001(__a=False, __b=NT_0001_P_00001(__a=False, __b=NT_0001_P_00002(), __c=NT_0001_P_00002(), __d=NT_0000_P_00003(__a=NT_0000_P_00002(__a=True), __b=False, __c=True, __d=True), __e=False), __c=NT_0001_P_00002(), __d=NT_0000_P_00001(__a=15, __b=30, __c=NT_0000_P_00000(__a=True, __b=True, __c=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00001(__a=74, __b=91, __c=NT_0000_P_00001(__a=44, __b=62, __c=NT_0000_P_00004(__a=False))), __b=True, __c=True, __d=False), __b=False, __c=False, __d=True), __d=57)), __e=True), __d=NT_0000_P_00003(__a=NT_0000_P_00000(__a=False, __b=False, __c=NT_0000_P_00004(__a=True), __d=25), __b=True, __c=True, __d=True), __e=False)), __d=NT_0001_P_00001(__a=True, __b=NT_0001_P_00002(), __c=NT_0001_P_00002(), __d=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00001(__a=67, __b=25, __c=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00000(__a=True, __b=True, __c=NT_0000_P_00004(__a=False), __d=62), __d=29)), __b=True, __c=False, __d=True), __b=False, __c=True, __d=False), __e=True)), __b=NT_0000_P_00003(__a=NT_0000_P_00001(__a=10, __b=87, __c=NT_0000_P_00001(__a=99, __b=96, __c=NT_0000_P_00001(__a=68, __b=50, __c=NT_0000_P_00000(__a=True, __b=False, __c=NT_0000_P_00002(__a=False), __d=29)))), __b=True, __c=True, __d=True), __c=False), __b=NT_0006_P_00003(__a=NT_0006_P_00003(__a=NT_0006_P_00003(__a=NT_0006_P_00001(__a=NT_0005_P_00002(__a=NT_0003_P_00001(__a=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00002(__a=False), __d=83)), __b=True, __c=NT_0004_P_00000(__a=NT_0001_P_00002()), __d=NT_0001_P_00000(__a=8)), __b=NT_0000_P_00004(__a=True), __c=True), __b=NT_0003_P_00002(__a=NT_0000_P_00004(__a=True))), __b=NT_0003_P_00002(__a=NT_0000_P_00003(__a=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00004(__a=False), __d=21), __b=True, __c=True, __d=False))), __b=NT_0003_P_00001(__a=NT_0000_P_00004(__a=False))))"
36.0,13,56,4,0.8785526752471924,30232,"NT_0012_P_00001(__a=NT_0006_P_00001(__a=NT_0005_P_00002(__a=NT_0003_P_00001(__a=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00004(__a=True), __b=True, __c=False, __d=True), __b=True, __c=True, __d=True)), __b=True, __c=NT_0004_P_00000(__a=NT_0001_P_00001(__a=True, __b=NT_0001_P_00000(__a=24), __c=NT_0001_P_00001(__a=False, __b=NT_0001_P_00001(__a=False, __b=NT_0001_P_00002(), __c=NT_0001_P_00002(), __d=NT_0000_P_00003(__a=NT_0000_P_00002(__a=True), __b=False, __c=True, __d=True), __e=False), __c=NT_0001_P_00002(), __d=NT_0000_P_00001(__a=15, __b=30, __c=NT_0000_P_00000(__a=True, __b=True, __c=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00001(__a=74, __b=91, __c=NT_0000_P_00001(__a=44, __b=62, __c=NT_0000_P_00004(__a=False))), __b=True, __c=True, __d=False), __b=False, __c=False, __d=True), __d=57)), __e=True), __d=NT_0000_P_00003(__a=NT_0000_P_00000(__a=False, __b=False, __c=NT_0000_P_00004(__a=True), __d=25), __b=True, __c=True, __d=True), __e=False)), __d=NT_0001_P_00001(__a=True, __b=NT_0001_P_00002(), __c=NT_0001_P_00002(), __d=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00001(__a=67, __b=25, __c=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00000(__a=True, __b=True, __c=NT_0000_P_00004(__a=False), __d=62), __d=29)), __b=True, __c=False, __d=True), __b=False, __c=True, __d=False), __e=True)), __b=NT_0000_P_00003(__a=NT_0000_P_00001(__a=10, __b=87, __c=NT_0000_P_00001(__a=99, __b=96, __c=NT_0000_P_00001(__a=68, __b=50, __c=NT_0000_P_00000(__a=True, __b=False, __c=NT_0000_P_00002(__a=False), __d=29)))), __b=True, __c=True, __d=True), __c=False), __b=NT_0006_P_00003(__a=NT_0006_P_00003(__a=NT_0006_P_00003(__a=NT_0006_P_00001(__a=NT_0005_P_00002(__a=NT_0003_P_00001(__a=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00002(__a=False), __d=83)), __b=True, __c=NT_0004_P_00000(__a=NT_0001_P_00002()), __d=NT_0001_P_00000(__a=8)), __b=NT_0000_P_00004(__a=True), __c=True), __b=NT_0003_P_00002(__a=NT_0000_P_00004(__a=True))), __b=NT_0003_P_00002(__a=NT_0000_P_00003(__a=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00004(__a=False), __d=21), __b=True, __c=True, __d=False))), __b=NT_0003_P_00001(__a=NT_0000_P_00004(__a=False))))"
35.0,13,56,5,1.161935567855835,30232,"NT_0012_P_00001(__a=NT_0006_P_00001(__a=NT_0005_P_00002(__a=NT_0003_P_00001(__a=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00004(__a=True), __b=True, __c=False, __d=True), __b=True, __c=True, __d=True)), __b=True, __c=NT_0004_P_00000(__a=NT_0001_P_00001(__a=True, __b=NT_0001_P_00000(__a=24), __c=NT_0001_P_00001(__a=False, __b=NT_0001_P_00001(__a=False, __b=NT_0001_P_00002(), __c=NT_0001_P_00002(), __d=NT_0000_P_00003(__a=NT_0000_P_00002(__a=True), __b=False, __c=True, __d=True), __e=False), __c=NT_0001_P_00002(), __d=NT_0000_P_00001(__a=15, __b=30, __c=NT_0000_P_00000(__a=True, __b=True, __c=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00001(__a=74, __b=91, __c=NT_0000_P_00001(__a=44, __b=62, __c=NT_0000_P_00004(__a=False))), __b=True, __c=True, __d=False), __b=False, __c=False, __d=True), __d=57)), __e=True), __d=NT_0000_P_00003(__a=NT_0000_P_00000(__a=False, __b=False, __c=NT_0000_P_00004(__a=True), __d=25), __b=True, __c=True, __d=True), __e=False)), __d=NT_0001_P_00001(__a=True, __b=NT_0001_P_00002(), __c=NT_0001_P_00002(), __d=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00001(__a=67, __b=25, __c=NT_0000_P_00000(__a=False, __b=False, __c=NT_0000_P_00003(__a=NT_0000_P_00004(__a=True), __b=True, __c=False, __d=False), __d=21)), __b=True, __c=False, __d=True), __b=False, __c=True, __d=False), __e=True)), __b=NT_0000_P_00003(__a=NT_0000_P_00001(__a=10, __b=87, __c=NT_0000_P_00001(__a=99, __b=96, __c=NT_0000_P_00001(__a=68, __b=50, __c=NT_0000_P_00000(__a=True, __b=False, __c=NT_0000_P_00002(__a=False), __d=29)))), __b=True, __c=True, __d=True), __c=False), __b=NT_0006_P_00003(__a=NT_0006_P_00003(__a=NT_0006_P_00003(__a=NT_0006_P_00001(__a=NT_0005_P_00002(__a=NT_0003_P_00001(__a=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00002(__a=False), __d=83)), __b=True, __c=NT_0004_P_00000(__a=NT_0001_P_00002()), __d=NT_0001_P_00000(__a=8)), __b=NT_0000_P_00004(__a=True), __c=True), __b=NT_0003_P_00002(__a=NT_0000_P_00004(__a=True))), __b=NT_0003_P_00002(__a=NT_0000_P_00003(__a=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00004(__a=False), __d=21), __b=True, __c=True, __d=False))), __b=NT_0003_P_00001(__a=NT_0000_P_00004(__a=False))))"
33.0,13,57,6,1.2331488132476807,30232,"NT_0012_P_00001(__a=NT_0006_P_00001(__a=NT_0005_P_00002(__a=NT_0003_P_00001(__a=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00004(__a=True), __b=True, __c=False, __d=True), __b=True, __c=True, __d=True)), __b=True, __c=NT_0004_P_00000(__a=NT_0001_P_00001(__a=True, __b=NT_0001_P_00000(__a=24), __c=NT_0001_P_00001(__a=False, __b=NT_0001_P_00001(__a=False, __b=NT_0001_P_00002(), __c=NT_0001_P_00002(), __d=NT_0000_P_00003(__a=NT_0000_P_00002(__a=True), __b=False, __c=True, __d=True), __e=False), __c=NT_0001_P_00002(), __d=NT_0000_P_00001(__a=15, __b=30, __c=NT_0000_P_00000(__a=True, __b=True, __c=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00001(__a=74, __b=91, __c=NT_0000_P_00001(__a=44, __b=62, __c=NT_0000_P_00004(__a=False))), __b=True, __c=True, __d=False), __b=False, __c=False, __d=True), __d=57)), __e=True), __d=NT_0000_P_00003(__a=NT_0000_P_00000(__a=False, __b=False, __c=NT_0000_P_00004(__a=True), __d=25), __b=True, __c=True, __d=True), __e=False)), __d=NT_0001_P_00001(__a=True, __b=NT_0001_P_00002(), __c=NT_0001_P_00002(), __d=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00001(__a=67, __b=25, __c=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00000(__a=True, __b=True, __c=NT_0000_P_00004(__a=False), __d=62), __d=29)), __b=True, __c=False, __d=True), __b=False, __c=True, __d=False), __e=True)), __b=NT_0000_P_00003(__a=NT_0000_P_00001(__a=10, __b=87, __c=NT_0000_P_00001(__a=99, __b=96, __c=NT_0000_P_00001(__a=68, __b=50, __c=NT_0000_P_00000(__a=True, __b=False, __c=NT_0000_P_00002(__a=False), __d=29)))), __b=True, __c=True, __d=True), __c=False), __b=NT_0006_P_00003(__a=NT_0006_P_00003(__a=NT_0006_P_00003(__a=NT_0006_P_00001(__a=NT_0005_P_00002(__a=NT_0003_P_00001(__a=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00002(__a=False), __d=83)), __b=True, __c=NT_0004_P_00000(__a=NT_0001_P_00000(__a=13)), __d=NT_0001_P_00000(__a=8)), __b=NT_0000_P_00004(__a=True), __c=True), __b=NT_0003_P_00002(__a=NT_0000_P_00004(__a=True))), __b=NT_0003_P_00002(__a=NT_0000_P_00003(__a=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00004(__a=False), __d=21), __b=True, __c=True, __d=False))), __b=NT_0003_P_00001(__a=NT_0000_P_00004(__a=False))))"
33.0,13,57,7,1.4547760486602783,30232,"NT_0012_P_00001(__a=NT_0006_P_00001(__a=NT_0005_P_00002(__a=NT_0003_P_00001(__a=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00004(__a=True), __b=True, __c=False, __d=True), __b=True, __c=True, __d=True)), __b=True, __c=NT_0004_P_00000(__a=NT_0001_P_00001(__a=True, __b=NT_0001_P_00000(__a=24), __c=NT_0001_P_00001(__a=False, __b=NT_0001_P_00001(__a=False, __b=NT_0001_P_00002(), __c=NT_0001_P_00002(), __d=NT_0000_P_00003(__a=NT_0000_P_00002(__a=True), __b=False, __c=True, __d=True), __e=False), __c=NT_0001_P_00002(), __d=NT_0000_P_00001(__a=15, __b=30, __c=NT_0000_P_00000(__a=True, __b=True, __c=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00001(__a=74, __b=91, __c=NT_0000_P_00001(__a=44, __b=62, __c=NT_0000_P_00004(__a=False))), __b=True, __c=True, __d=False), __b=False, __c=False, __d=True), __d=57)), __e=True), __d=NT_0000_P_00003(__a=NT_0000_P_00000(__a=False, __b=False, __c=NT_0000_P_00004(__a=True), __d=25), __b=True, __c=True, __d=True), __e=False)), __d=NT_0001_P_00001(__a=True, __b=NT_0001_P_00002(), __c=NT_0001_P_00002(), __d=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00001(__a=67, __b=25, __c=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00000(__a=True, __b=True, __c=NT_0000_P_00004(__a=False), __d=62), __d=29)), __b=True, __c=False, __d=True), __b=False, __c=True, __d=False), __e=True)), __b=NT_0000_P_00003(__a=NT_0000_P_00001(__a=10, __b=87, __c=NT_0000_P_00001(__a=99, __b=96, __c=NT_0000_P_00001(__a=68, __b=50, __c=NT_0000_P_00000(__a=True, __b=False, __c=NT_0000_P_00002(__a=False), __d=29)))), __b=True, __c=True, __d=True), __c=False), __b=NT_0006_P_00003(__a=NT_0006_P_00003(__a=NT_0006_P_00003(__a=NT_0006_P_00001(__a=NT_0005_P_00002(__a=NT_0003_P_00001(__a=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00002(__a=False), __d=83)), __b=True, __c=NT_0004_P_00000(__a=NT_0001_P_00000(__a=13)), __d=NT_0001_P_00000(__a=8)), __b=NT_0000_P_00004(__a=True), __c=True), __b=NT_0003_P_00002(__a=NT_0000_P_00004(__a=True))), __b=NT_0003_P_00002(__a=NT_0000_P_00003(__a=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00004(__a=False), __d=21), __b=True, __c=True, __d=False))), __b=NT_0003_P_00001(__a=NT_0000_P_00004(__a=False))))"
32.0,13,57,8,1.7999508380889893,30232,"NT_0012_P_00001(__a=NT_0006_P_00001(__a=NT_0005_P_00002(__a=NT_0003_P_00001(__a=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00004(__a=True), __b=True, __c=False, __d=True), __b=True, __c=True, __d=True)), __b=True, __c=NT_0004_P_00000(__a=NT_0001_P_00001(__a=True, __b=NT_0001_P_00000(__a=24), __c=NT_0001_P_00001(__a=False, __b=NT_0001_P_00001(__a=False, __b=NT_0001_P_00002(), __c=NT_0001_P_00002(), __d=NT_0000_P_00003(__a=NT_0000_P_00002(__a=True), __b=False, __c=True, __d=True), __e=False), __c=NT_0001_P_00002(), __d=NT_0000_P_00001(__a=15, __b=30, __c=NT_0000_P_00000(__a=True, __b=True, __c=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00001(__a=74, __b=91, __c=NT_0000_P_00001(__a=44, __b=62, __c=NT_0000_P_00004(__a=False))), __b=True, __c=True, __d=False), __b=False, __c=False, __d=True), __d=57)), __e=True), __d=NT_0000_P_00003(__a=NT_0000_P_00000(__a=False, __b=False, __c=NT_0000_P_00004(__a=True), __d=25), __b=True, __c=True, __d=True), __e=False)), __d=NT_0001_P_00001(__a=True, __b=NT_0001_P_00002(), __c=NT_0001_P_00002(), __d=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00001(__a=67, __b=25, __c=NT_0000_P_00000(__a=False, __b=False, __c=NT_0000_P_00003(__a=NT_0000_P_00004(__a=True), __b=True, __c=False, __d=False), __d=21)), __b=True, __c=False, __d=True), __b=False, __c=True, __d=False), __e=True)), __b=NT_0000_P_00003(__a=NT_0000_P_00001(__a=10, __b=87, __c=NT_0000_P_00001(__a=99, __b=96, __c=NT_0000_P_00001(__a=68, __b=50, __c=NT_0000_P_00000(__a=True, __b=False, __c=NT_0000_P_00002(__a=False), __d=29)))), __b=True, __c=True, __d=True), __c=False), __b=NT_0006_P_00003(__a=NT_0006_P_00003(__a=NT_0006_P_00003(__a=NT_0006_P_00001(__a=NT_0005_P_00002(__a=NT_0003_P_00001(__a=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00002(__a=False), __d=83)), __b=True, __c=NT_0004_P_00000(__a=NT_0001_P_00000(__a=47)), __d=NT_0001_P_00000(__a=8)), __b=NT_0000_P_00004(__a=True), __c=True), __b=NT_0003_P_00002(__a=NT_0000_P_00004(__a=True))), __b=NT_0003_P_00002(__a=NT_0000_P_00003(__a=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00004(__a=False), __d=21), __b=True, __c=True, __d=False))), __b=NT_0003_P_00001(__a=NT_0000_P_00004(__a=False))))"
32.0,13,57,9,1.9432332515716553,30232,"NT_0012_P_00001(__a=NT_0006_P_00001(__a=NT_0005_P_00002(__a=NT_0003_P_00001(__a=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00004(__a=True), __b=True, __c=False, __d=True), __b=True, __c=True, __d=True)), __b=True, __c=NT_0004_P_00000(__a=NT_0001_P_00001(__a=True, __b=NT_0001_P_00000(__a=24), __c=NT_0001_P_00001(__a=False, __b=NT_0001_P_00001(__a=False, __b=NT_0001_P_00002(), __c=NT_0001_P_00002(), __d=NT_0000_P_00003(__a=NT_0000_P_00002(__a=True), __b=False, __c=True, __d=True), __e=False), __c=NT_0001_P_00002(), __d=NT_0000_P_00001(__a=15, __b=30, __c=NT_0000_P_00000(__a=True, __b=True, __c=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00001(__a=74, __b=91, __c=NT_0000_P_00001(__a=44, __b=62, __c=NT_0000_P_00004(__a=False))), __b=True, __c=True, __d=False), __b=False, __c=False, __d=True), __d=57)), __e=True), __d=NT_0000_P_00003(__a=NT_0000_P_00000(__a=False, __b=False, __c=NT_0000_P_00004(__a=True), __d=25), __b=True, __c=True, __d=True), __e=False)), __d=NT_0001_P_00001(__a=True, __b=NT_0001_P_00002(), __c=NT_0001_P_00002(), __d=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00001(__a=67, __b=25, __c=NT_0000_P_00000(__a=False, __b=False, __c=NT_0000_P_00003(__a=NT_0000_P_00004(__a=True), __b=True, __c=False, __d=False), __d=21)), __b=True, __c=False, __d=True), __b=False, __c=True, __d=False), __e=True)), __b=NT_0000_P_00003(__a=NT_0000_P_00001(__a=10, __b=87, __c=NT_0000_P_00001(__a=99, __b=96, __c=NT_0000_P_00001(__a=68, __b=50, __c=NT_0000_P_00000(__a=True, __b=False, __c=NT_0000_P_00002(__a=False), __d=29)))), __b=True, __c=True, __d=True), __c=False), __b=NT_0006_P_00003(__a=NT_0006_P_00003(__a=NT_0006_P_00003(__a=NT_0006_P_00001(__a=NT_0005_P_00002(__a=NT_0003_P_00001(__a=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00002(__a=False), __d=83)), __b=True, __c=NT_0004_P_00000(__a=NT_0001_P_00000(__a=47)), __d=NT_0001_P_00000(__a=8)), __b=NT_0000_P_00004(__a=True), __c=True), __b=NT_0003_P_00002(__a=NT_0000_P_00004(__a=True))), __b=NT_0003_P_00002(__a=NT_0000_P_00003(__a=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00004(__a=False), __d=21), __b=True, __c=True, __d=False))), __b=NT_0003_P_00001(__a=NT_0000_P_00004(__a=False))))"
32.0,13,57,10,3.020778179168701,30232,"NT_0012_P_00001(__a=NT_0006_P_00001(__a=NT_0005_P_00002(__a=NT_0003_P_00001(__a=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00004(__a=True), __b=True, __c=False, __d=True), __b=True, __c=True, __d=True)), __b=True, __c=NT_0004_P_00000(__a=NT_0001_P_00001(__a=True, __b=NT_0001_P_00000(__a=24), __c=NT_0001_P_00001(__a=False, __b=NT_0001_P_00001(__a=False, __b=NT_0001_P_00002(), __c=NT_0001_P_00002(), __d=NT_0000_P_00003(__a=NT_0000_P_00002(__a=True), __b=False, __c=True, __d=True), __e=False), __c=NT_0001_P_00002(), __d=NT_0000_P_00001(__a=15, __b=30, __c=NT_0000_P_00000(__a=True, __b=True, __c=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00001(__a=74, __b=91, __c=NT_0000_P_00001(__a=44, __b=62, __c=NT_0000_P_00004(__a=False))), __b=True, __c=True, __d=False), __b=False, __c=False, __d=True), __d=57)), __e=True), __d=NT_0000_P_00003(__a=NT_0000_P_00000(__a=False, __b=False, __c=NT_0000_P_00004(__a=True), __d=25), __b=True, __c=True, __d=True), __e=False)), __d=NT_0001_P_00001(__a=True, __b=NT_0001_P_00002(), __c=NT_0001_P_00002(), __d=NT_0000_P_00003(__a=NT_0000_P_00003(__a=NT_0000_P_00001(__a=67, __b=25, __c=NT_0000_P_00000(__a=False, __b=False, __c=NT_0000_P_00003(__a=NT_0000_P_00004(__a=True), __b=True, __c=False, __d=False), __d=21)), __b=True, __c=False, __d=True), __b=False, __c=True, __d=False), __e=True)), __b=NT_0000_P_00003(__a=NT_0000_P_00001(__a=10, __b=87, __c=NT_0000_P_00001(__a=99, __b=96, __c=NT_0000_P_00001(__a=68, __b=50, __c=NT_0000_P_00000(__a=True, __b=False, __c=NT_0000_P_00002(__a=False), __d=29)))), __b=True, __c=True, __d=True), __c=False), __b=NT_0006_P_00003(__a=NT_0006_P_00003(__a=NT_0006_P_00003(__a=NT_0006_P_00001(__a=NT_0005_P_00002(__a=NT_0003_P_00001(__a=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00002(__a=False), __d=83)), __b=True, __c=NT_0004_P_00000(__a=NT_0001_P_00000(__a=47)), __d=NT_0001_P_00000(__a=8)), __b=NT_0000_P_00004(__a=True), __c=True), __b=NT_0003_P_00002(__a=NT_0000_P_00004(__a=True))), __b=NT_0003_P_00002(__a=NT_0000_P_00003(__a=NT_0000_P_00000(__a=False, __b=True, __c=NT_0000_P_00004(__a=False), __d=21), __b=True, __c=True, __d=False))), __b=NT_0003_P_00001(__a=NT_0000_P_00004(__a=False))))"
